Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters,group_number,run_number,problem_size,max_iterations,max_attempts,population_size,keep_percent
0,0.18365565999920364,87.0,100.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
1,4.383075372999883,75.0,202.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
2,8.302307087999907,75.0,303.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
3,13.19544040799974,75.0,404.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
4,17.377931514999545,75.0,505.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
5,25.81459442599953,75.0,606.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
6,34.272519552999256,75.0,707.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
7,42.519226419000006,75.0,808.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
8,50.6345860069996,75.0,909.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
9,59.082083351999245,75.0,1010.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
10,67.11605567499919,75.0,1111.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
11,75.14635409899984,75.0,1212.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
12,83.31722034599989,75.0,1313.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
13,91.42872187399917,75.0,1414.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
14,99.67044979599996,75.0,1515.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
15,107.8650987309993,75.0,1616.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
16,115.96312504599973,75.0,1717.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
17,124.65999721499975,75.0,1818.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
18,133.04200122699967,75.0,1919.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
19,141.78632148799988,75.0,2020.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
20,150.97730306299945,75.0,2121.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
21,159.83498141699965,75.0,2222.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
22,168.30941123199955,75.0,2323.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
23,176.55679932899966,75.0,2424.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
24,185.09482441,75.0,2525.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
25,194.0437167479995,75.0,2626.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
26,202.3945102759999,75.0,2727.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
27,211.30310422899947,75.0,2828.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
28,221.4435628629999,75.0,2929.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
29,230.71476456799974,75.0,3030.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
30,240.35893237899927,75.0,3131.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
31,249.55258925499948,75.0,3232.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
32,258.82972813499964,75.0,3333.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
33,267.84789939499933,75.0,3434.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
34,277.1802212429993,75.0,3535.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
35,286.20291712799917,75.0,3636.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
36,295.44145915099944,75.0,3737.0,True,100,0.25,1000,0,0,100,1000,100,100,0.25
