,Iteration,Time,Fitness,FEvals,Temperature,max_iters
76,76,0.02425637497799471,463.0,130.0,1,10000
77,77,0.024600707984063774,464.0,132.0,1,10000
78,78,0.024949458020273596,465.0,134.0,1,10000
79,79,0.02529854199383408,467.0,136.0,1,10000
80,80,0.02548812498571351,467.0,137.0,1,10000
81,81,0.025832417013589293,468.0,139.0,1,10000
82,82,0.026015083014499396,468.0,140.0,1,10000
83,83,0.026358207978773862,470.0,142.0,1,10000
84,84,0.026537083031143993,470.0,143.0,1,10000
85,85,0.026869249995797873,472.0,145.0,1,10000
86,86,0.027220375020988286,472.0,147.0,1,10000
87,87,0.027552957995794713,473.0,149.0,1,10000
88,88,0.027732875023502856,473.0,150.0,1,10000
89,89,0.027910207980312407,473.0,151.0,1,10000
90,90,0.02824470802443102,473.0,153.0,1,10000
91,91,0.028585333027876914,473.0,155.0,1,10000
92,92,0.028768083022441715,473.0,156.0,1,10000
93,93,0.029102624976076186,477.0,158.0,1,10000
94,94,0.02943654201226309,478.0,160.0,1,10000
95,95,0.02976879198104143,479.0,162.0,1,10000
96,96,0.03012683300767094,479.0,164.0,1,10000
97,97,0.030474541999865323,479.0,166.0,1,10000
98,98,0.030656041984912008,479.0,167.0,1,10000
99,99,0.031020125024951994,479.0,169.0,1,10000
100,100,0.03122812497895211,479.0,170.0,1,10000
101,101,0.03157820802880451,479.0,172.0,1,10000
102,102,0.03191258298465982,480.0,174.0,1,10000
103,103,0.03224970801966265,479.0,176.0,1,10000
104,104,0.03258962498512119,480.0,178.0,1,10000
105,105,0.03294170799199492,481.0,180.0,1,10000
106,106,0.033303832984529436,482.0,182.0,1,10000
107,107,0.03365091700106859,483.0,184.0,1,10000
108,108,0.033840542018879205,483.0,185.0,1,10000
109,109,0.03403445798903704,483.0,186.0,1,10000
110,110,0.03422266698908061,483.0,187.0,1,10000
111,111,0.03456304199062288,482.0,189.0,1,10000
112,112,0.034917208016850054,483.0,191.0,1,10000
113,113,0.03525800001807511,484.0,193.0,1,10000
114,114,0.03545733302598819,484.0,194.0,1,10000
115,115,0.03564437502063811,484.0,195.0,1,10000
116,116,0.03598729200894013,485.0,197.0,1,10000
117,117,0.03633737500058487,485.0,199.0,1,10000
118,118,0.036527000018395483,485.0,200.0,1,10000
119,119,0.03688058297848329,485.0,202.0,1,10000
120,120,0.03722908301278949,486.0,204.0,1,10000
121,121,0.03743254201253876,486.0,205.0,1,10000
122,122,0.03781945799710229,486.0,207.0,1,10000
123,123,0.038194083026610315,486.0,209.0,1,10000
124,124,0.03838425001595169,486.0,210.0,1,10000
125,125,0.038592750031966716,486.0,211.0,1,10000
126,126,0.03881158301373944,486.0,212.0,1,10000
127,127,0.03918145800707862,485.0,214.0,1,10000
128,128,0.039374625019263476,485.0,215.0,1,10000
129,129,0.03956954198656604,485.0,216.0,1,10000
130,130,0.03992662503151223,485.0,218.0,1,10000
131,131,0.04028041701531038,484.0,220.0,1,10000
132,132,0.040643875021487474,484.0,222.0,1,10000
133,133,0.040998583019245416,486.0,224.0,1,10000
134,134,0.04135208297520876,488.0,226.0,1,10000
135,135,0.041545166983269155,488.0,227.0,1,10000
136,136,0.0417385830078274,488.0,228.0,1,10000
137,137,0.042091417009942234,488.0,230.0,1,10000
138,138,0.042452250025235116,488.0,232.0,1,10000
139,139,0.04264304199023172,488.0,233.0,1,10000
140,140,0.04299070802517235,489.0,235.0,1,10000
141,141,0.043345917016267776,488.0,237.0,1,10000
142,142,0.04353333299513906,488.0,238.0,1,10000
143,143,0.04389324999647215,488.0,240.0,1,10000
144,144,0.044237042020540684,488.0,242.0,1,10000
145,145,0.04458241700194776,488.0,244.0,1,10000
146,146,0.04477108299033716,488.0,245.0,1,10000
147,147,0.04511895799078047,489.0,247.0,1,10000
148,148,0.04531654197489843,489.0,248.0,1,10000
149,149,0.04566091700689867,489.0,250.0,1,10000
150,150,0.046008875011466444,490.0,252.0,1,10000
151,151,0.04637533298227936,490.0,254.0,1,10000
152,152,0.046772916975896806,491.0,256.0,1,10000
153,153,0.04715875000692904,491.0,258.0,1,10000
154,154,0.047514792007859796,491.0,260.0,1,10000
155,155,0.04787025001132861,491.0,262.0,1,10000
156,156,0.04823845799546689,493.0,264.0,1,10000
157,157,0.048479125020094216,493.0,265.0,1,10000
158,158,0.04884729202603921,492.0,267.0,1,10000
159,159,0.04905016702832654,492.0,268.0,1,10000
160,160,0.049250332987867296,492.0,269.0,1,10000
161,161,0.04960929200751707,495.0,271.0,1,10000
162,162,0.04980770801194012,495.0,272.0,1,10000
163,163,0.050166499975603074,496.0,274.0,1,10000
164,164,0.05052604200318456,495.0,276.0,1,10000
165,165,0.050724208005703986,495.0,277.0,1,10000
166,166,0.05107649997808039,495.0,279.0,1,10000
167,167,0.05142274999525398,496.0,281.0,1,10000
168,168,0.051613832998555154,496.0,282.0,1,10000
169,169,0.0519632920040749,497.0,284.0,1,10000
170,170,0.052155082987155765,497.0,285.0,1,10000
171,171,0.05235029198229313,497.0,286.0,1,10000
172,172,0.052543167024850845,497.0,287.0,1,10000
173,173,0.052737416990567,497.0,288.0,1,10000
174,174,0.052930083009414375,497.0,289.0,1,10000
175,175,0.05312300001969561,497.0,290.0,1,10000
176,176,0.053472166997380555,496.0,292.0,1,10000
177,177,0.053665417013689876,496.0,293.0,1,10000
178,178,0.05401558300945908,496.0,295.0,1,10000
179,179,0.0543660830007866,496.0,297.0,1,10000
180,180,0.05471716698957607,496.0,299.0,1,10000
181,181,0.05491104198154062,496.0,300.0,1,10000
182,182,0.05526504199951887,496.0,302.0,1,10000
183,183,0.05561866698553786,496.0,304.0,1,10000
184,184,0.055967583029996604,497.0,306.0,1,10000
185,185,0.05632733297534287,497.0,308.0,1,10000
186,186,0.05668495799181983,495.0,310.0,1,10000
187,187,0.056879458017647266,495.0,311.0,1,10000
188,188,0.057230499980505556,496.0,313.0,1,10000
189,189,0.057591832999605685,496.0,315.0,1,10000
190,190,0.05795608297921717,496.0,317.0,1,10000
191,191,0.05832937499508262,496.0,319.0,1,10000
192,192,0.05869633302791044,498.0,321.0,1,10000
193,193,0.059060416999273,497.0,323.0,1,10000
194,194,0.05943737499183044,499.0,325.0,1,10000
195,195,0.05983162502525374,500.0,327.0,1,10000
196,196,0.060037708026356995,500.0,328.0,1,10000
197,197,0.060241041996050626,500.0,329.0,1,10000
198,198,0.06046466698171571,500.0,330.0,1,10000
199,199,0.060669541999232024,500.0,331.0,1,10000
200,200,0.06103483302285895,501.0,333.0,1,10000
201,201,0.06140408298233524,502.0,335.0,1,10000
202,202,0.06177525001112372,502.0,337.0,1,10000
203,203,0.0621480830013752,502.0,339.0,1,10000
204,204,0.06235199997900054,502.0,340.0,1,10000
205,205,0.06271704199025407,502.0,342.0,1,10000
206,206,0.06294408300891519,502.0,343.0,1,10000
207,207,0.06330916698789224,502.0,345.0,1,10000
208,208,0.06367420800961554,502.0,347.0,1,10000
209,209,0.06387887499295175,502.0,348.0,1,10000
210,210,0.06408491701586172,502.0,349.0,1,10000
211,211,0.064290041977074,502.0,350.0,1,10000
212,212,0.06466283299960196,504.0,352.0,1,10000
213,213,0.06487620802363381,504.0,353.0,1,10000
214,214,0.06524620798882097,505.0,355.0,1,10000
215,215,0.06545312498928979,505.0,356.0,1,10000
216,216,0.06582125002751127,505.0,358.0,1,10000
217,217,0.06612425000639632,505.0,359.0,1,10000
218,218,0.0665014170226641,505.0,361.0,1,10000
219,219,0.06685670802835375,505.0,363.0,1,10000
220,220,0.06705766700906679,505.0,364.0,1,10000
221,221,0.06741087499540299,504.0,366.0,1,10000
222,222,0.06776283303042874,506.0,368.0,1,10000
223,223,0.06796091701835394,506.0,369.0,1,10000
224,224,0.06831641698954627,506.0,371.0,1,10000
225,225,0.06851499999174848,506.0,372.0,1,10000
226,226,0.06887091702083126,506.0,374.0,1,10000
227,227,0.06922216701786965,507.0,376.0,1,10000
228,228,0.06946199998492375,507.0,377.0,1,10000
229,229,0.06973962497431785,507.0,378.0,1,10000
230,230,0.06994745798874646,507.0,379.0,1,10000
231,231,0.07031845801975578,507.0,381.0,1,10000
232,232,0.07052733300952241,507.0,382.0,1,10000
233,233,0.0707399999955669,507.0,383.0,1,10000
234,234,0.07094995799707249,507.0,384.0,1,10000
235,235,0.07135220797499642,507.0,386.0,1,10000
236,236,0.07156258297618479,507.0,387.0,1,10000
237,237,0.07193354202900082,507.0,389.0,1,10000
238,238,0.07215658301720396,507.0,390.0,1,10000
239,239,0.07253395800944418,506.0,392.0,1,10000
240,240,0.0729164169752039,506.0,394.0,1,10000
241,241,0.07312720798654482,506.0,395.0,1,10000
242,242,0.07349954202072695,509.0,397.0,1,10000
243,243,0.07370925002032891,509.0,398.0,1,10000
244,244,0.07408416701946408,509.0,400.0,1,10000
245,245,0.07445533300051466,510.0,402.0,1,10000
246,246,0.07466833299258724,510.0,403.0,1,10000
247,247,0.07487570802913979,510.0,404.0,1,10000
248,248,0.07523158297408372,509.0,406.0,1,10000
249,249,0.07558862498262897,509.0,408.0,1,10000
250,250,0.07594554201932624,509.0,410.0,1,10000
251,251,0.07630416698521003,511.0,412.0,1,10000
252,252,0.0766613750020042,509.0,414.0,1,10000
253,253,0.0770216669770889,509.0,416.0,1,10000
254,254,0.07739637501072139,509.0,418.0,1,10000
255,255,0.0775993749848567,509.0,419.0,1,10000
256,256,0.07780291698873043,509.0,420.0,1,10000
257,257,0.0780069999746047,509.0,421.0,1,10000
258,258,0.07821154198609293,509.0,422.0,1,10000
259,259,0.07856995798647404,508.0,424.0,1,10000
260,260,0.0787739580264315,508.0,425.0,1,10000
261,261,0.07897787500405684,508.0,426.0,1,10000
262,262,0.07919499999843538,508.0,427.0,1,10000
263,263,0.07959641702473164,508.0,429.0,1,10000
264,264,0.0798015000182204,508.0,430.0,1,10000
265,265,0.0801812499994412,507.0,432.0,1,10000
266,266,0.08054254198214039,507.0,434.0,1,10000
267,267,0.08091170800616965,505.0,436.0,1,10000
268,268,0.08127579197753221,506.0,438.0,1,10000
269,269,0.08164300001226366,507.0,440.0,1,10000
270,270,0.08185079199029133,507.0,441.0,1,10000
271,271,0.0822172500193119,507.0,443.0,1,10000
272,272,0.08257595798932016,508.0,445.0,1,10000
273,273,0.08293516701087356,509.0,447.0,1,10000
274,274,0.08329679199960083,509.0,449.0,1,10000
275,275,0.08366637502331287,509.0,451.0,1,10000
276,276,0.08404395799152553,509.0,453.0,1,10000
277,277,0.08425145799992606,509.0,454.0,1,10000
278,278,0.08446300000650808,509.0,455.0,1,10000
279,279,0.08484112500445917,509.0,457.0,1,10000
280,280,0.08505691698519513,509.0,458.0,1,10000
281,281,0.08544920798158273,510.0,460.0,1,10000
282,282,0.08567120798397809,510.0,461.0,1,10000
283,283,0.0860496669774875,510.0,463.0,1,10000
284,284,0.08642733300803229,510.0,465.0,1,10000
285,285,0.08664624998345971,510.0,466.0,1,10000
286,286,0.08686400001170114,510.0,467.0,1,10000
287,287,0.08724199997959659,510.0,469.0,1,10000
288,288,0.08766374998958781,511.0,471.0,1,10000
289,289,0.0880667080054991,511.0,473.0,1,10000
290,290,0.08828570798505098,511.0,474.0,1,10000
291,291,0.08866416697856039,512.0,476.0,1,10000
292,292,0.08905970799969509,512.0,478.0,1,10000
293,293,0.08947908302070573,512.0,480.0,1,10000
294,294,0.08986420801375061,512.0,482.0,1,10000
295,295,0.09008737502153963,512.0,483.0,1,10000
296,296,0.09047112497501075,512.0,485.0,1,10000
297,297,0.09085166698787361,512.0,487.0,1,10000
298,298,0.09123775002080947,513.0,489.0,1,10000
299,299,0.0914575420320034,513.0,490.0,1,10000
300,300,0.09175708302063867,513.0,491.0,1,10000
301,301,0.09215545799816027,514.0,493.0,1,10000
302,302,0.092530167021323,514.0,495.0,1,10000
303,303,0.09289654198801145,511.0,497.0,1,10000
304,304,0.09310737502528355,511.0,498.0,1,10000
305,305,0.09347249998245388,512.0,500.0,1,10000
306,306,0.0938362079905346,513.0,502.0,1,10000
307,307,0.09405120799783617,513.0,503.0,1,10000
308,308,0.09441729198442772,512.0,505.0,1,10000
309,309,0.09478287497768179,513.0,507.0,1,10000
310,310,0.09499454201431945,513.0,508.0,1,10000
311,311,0.09520575002534315,513.0,509.0,1,10000
312,312,0.09541700000409037,513.0,510.0,1,10000
313,313,0.09578291699290276,512.0,512.0,1,10000
314,314,0.09615033300360665,512.0,514.0,1,10000
315,315,0.0963637080276385,512.0,515.0,1,10000
316,316,0.0967315420275554,512.0,517.0,1,10000
317,317,0.09709875000407919,512.0,519.0,1,10000
318,318,0.09731179202208295,512.0,520.0,1,10000
319,319,0.09752529201796278,512.0,521.0,1,10000
320,320,0.09789450000971556,513.0,523.0,1,10000
321,321,0.09826233302010223,513.0,525.0,1,10000
322,322,0.09847604198148474,513.0,526.0,1,10000
323,323,0.09884245798457414,514.0,528.0,1,10000
324,324,0.09905641700606793,514.0,529.0,1,10000
325,325,0.09942487499210984,514.0,531.0,1,10000
326,326,0.09979529201518744,514.0,533.0,1,10000
327,327,0.1000154169742018,514.0,534.0,1,10000
328,328,0.10023270797682926,514.0,535.0,1,10000
329,329,0.10060291702393442,513.0,537.0,1,10000
330,330,0.10081766702933237,513.0,538.0,1,10000
331,331,0.10103270801482722,513.0,539.0,1,10000
332,332,0.10124774998985231,513.0,540.0,1,10000
333,333,0.10169366700574756,513.0,542.0,1,10000
334,334,0.10218091699061915,512.0,544.0,1,10000
335,335,0.10240804200293496,512.0,545.0,1,10000
336,336,0.10279466700740159,511.0,547.0,1,10000
337,337,0.10302037501242012,511.0,548.0,1,10000
338,338,0.10340933297993615,510.0,550.0,1,10000
339,339,0.1036375830299221,510.0,551.0,1,10000
340,340,0.10402770800283179,510.0,553.0,1,10000
341,341,0.10442087502451614,511.0,555.0,1,10000
342,342,0.10480833298061043,511.0,557.0,1,10000
343,343,0.10520987497875467,511.0,559.0,1,10000
344,344,0.10544812498847023,511.0,560.0,1,10000
345,345,0.10584854200715199,511.0,562.0,1,10000
346,346,0.10608241701265797,511.0,563.0,1,10000
347,347,0.10631133301649243,511.0,564.0,1,10000
348,348,0.10654025000985712,511.0,565.0,1,10000
349,349,0.1069190829875879,512.0,567.0,1,10000
350,350,0.10729775001527742,513.0,569.0,1,10000
351,351,0.10768320801435038,513.0,571.0,1,10000
352,352,0.10791575000621378,513.0,572.0,1,10000
353,353,0.10831045801751316,513.0,574.0,1,10000
354,354,0.10870208300184458,512.0,576.0,1,10000
355,355,0.10892870801035315,512.0,577.0,1,10000
356,356,0.1091511250124313,512.0,578.0,1,10000
357,357,0.10937291698064655,512.0,579.0,1,10000
358,358,0.10959516698494554,512.0,580.0,1,10000
359,359,0.10997674998361617,512.0,582.0,1,10000
360,360,0.1103550000116229,513.0,584.0,1,10000
361,361,0.11074141698190942,514.0,586.0,1,10000
362,362,0.11096316698240116,514.0,587.0,1,10000
363,363,0.1113413330167532,514.0,589.0,1,10000
364,364,0.11156395799480379,514.0,590.0,1,10000
365,365,0.11179100000299513,514.0,591.0,1,10000
366,366,0.11201408301712945,514.0,592.0,1,10000
367,367,0.11239270801888779,514.0,594.0,1,10000
368,368,0.11277175002032891,514.0,596.0,1,10000
369,369,0.11316275002900511,513.0,598.0,1,10000
370,370,0.11339725001016632,513.0,599.0,1,10000
371,371,0.11362170800566673,513.0,600.0,1,10000
372,372,0.1138487079879269,513.0,601.0,1,10000
373,373,0.11407808301737532,513.0,602.0,1,10000
374,374,0.11430991702945903,513.0,603.0,1,10000
375,375,0.11471241700928658,513.0,605.0,1,10000
376,376,0.11511866701766849,512.0,607.0,1,10000
377,377,0.11552279198076576,512.0,609.0,1,10000
378,378,0.11575733299832791,512.0,610.0,1,10000
379,379,0.11625974997878075,511.0,612.0,1,10000
380,380,0.1166625419864431,512.0,614.0,1,10000
381,381,0.11705295799765736,511.0,616.0,1,10000
382,382,0.11728087498340756,511.0,617.0,1,10000
383,383,0.11750837502768263,511.0,618.0,1,10000
384,384,0.11773762502707541,511.0,619.0,1,10000
385,385,0.11796387500362471,511.0,620.0,1,10000
386,386,0.11834895802894607,511.0,622.0,1,10000
387,387,0.1187267079949379,512.0,624.0,1,10000
388,388,0.11910504201659933,511.0,626.0,1,10000
389,389,0.1194815420312807,513.0,628.0,1,10000
390,390,0.11970525002107024,513.0,629.0,1,10000
391,391,0.12008191697532311,514.0,631.0,1,10000
392,392,0.12045920797390863,515.0,633.0,1,10000
393,393,0.1206847500288859,515.0,634.0,1,10000
394,394,0.12090983300004154,515.0,635.0,1,10000
395,395,0.12113475002115592,515.0,636.0,1,10000
396,396,0.12135966698406264,515.0,637.0,1,10000
397,397,0.12174216698622331,514.0,639.0,1,10000
398,398,0.12212200002977625,514.0,641.0,1,10000
399,399,0.12234820798039436,514.0,642.0,1,10000
400,400,0.12273000000277534,514.0,644.0,1,10000
401,401,0.12295795802492648,514.0,645.0,1,10000
402,402,0.12333820800995454,511.0,647.0,1,10000
403,403,0.12371833302313462,510.0,649.0,1,10000
404,404,0.12394441699143499,510.0,650.0,1,10000
405,405,0.1243357919738628,510.0,652.0,1,10000
406,406,0.12456937500974163,510.0,653.0,1,10000
407,407,0.12495391699485481,511.0,655.0,1,10000
408,408,0.12518437497783452,511.0,656.0,1,10000
409,409,0.12557199998991564,511.0,658.0,1,10000
410,410,0.12596145801944658,512.0,660.0,1,10000
411,411,0.1263737499830313,512.0,661.0,1,10000
412,412,0.12665412499336526,512.0,662.0,1,10000
413,413,0.12707525002770126,512.0,664.0,1,10000
414,414,0.12748891703085974,513.0,666.0,1,10000
415,415,0.12773574999300763,513.0,667.0,1,10000
416,416,0.12797995802247897,513.0,668.0,1,10000
417,417,0.12837649998255074,513.0,670.0,1,10000
418,418,0.12877975002629682,513.0,672.0,1,10000
419,419,0.1290256250067614,513.0,673.0,1,10000
420,420,0.12944679200882092,512.0,675.0,1,10000
421,421,0.1298580000293441,511.0,677.0,1,10000
422,422,0.13009945797966793,511.0,678.0,1,10000
423,423,0.13033999997423962,511.0,679.0,1,10000
424,424,0.13058362499577925,511.0,680.0,1,10000
425,425,0.13099520799005404,511.0,682.0,1,10000
426,426,0.13139916700311005,510.0,684.0,1,10000
427,427,0.13180899998405948,510.0,686.0,1,10000
428,428,0.13205975003074855,510.0,687.0,1,10000
429,429,0.13232895801775157,510.0,688.0,1,10000
430,430,0.1327332080109045,511.0,690.0,1,10000
431,431,0.1331352919805795,511.0,692.0,1,10000
432,432,0.13356029201531783,511.0,694.0,1,10000
433,433,0.13397508300840855,512.0,696.0,1,10000
434,434,0.1343795830034651,511.0,698.0,1,10000
435,435,0.13462266698479652,511.0,699.0,1,10000
436,436,0.13486658298643306,511.0,700.0,1,10000
437,437,0.13512633298523724,511.0,701.0,1,10000
438,438,0.13539029198000208,511.0,702.0,1,10000
439,439,0.13580012501915917,512.0,704.0,1,10000
440,440,0.13621087500359863,512.0,706.0,1,10000
441,441,0.13645937497494742,512.0,707.0,1,10000
442,442,0.13687320798635483,511.0,709.0,1,10000
443,443,0.13729204202536494,510.0,711.0,1,10000
444,444,0.13770037499489263,511.0,713.0,1,10000
445,445,0.13810787501279265,511.0,715.0,1,10000
446,446,0.13852270803181455,511.0,717.0,1,10000
447,447,0.13893100002314895,510.0,719.0,1,10000
448,448,0.1393364579998888,510.0,721.0,1,10000
449,449,0.13981487503042445,510.0,723.0,1,10000
450,450,0.14024537499062717,510.0,725.0,1,10000
451,451,0.14068675000453368,509.0,727.0,1,10000
452,452,0.14094662497518584,509.0,728.0,1,10000
453,453,0.14119141700211912,509.0,729.0,1,10000
454,454,0.14159000001382083,508.0,731.0,1,10000
455,455,0.1418318750220351,508.0,732.0,1,10000
456,456,0.142233207996469,508.0,734.0,1,10000
457,457,0.14264329202705994,508.0,736.0,1,10000
458,458,0.1428918750025332,508.0,737.0,1,10000
459,459,0.14316033298382536,508.0,738.0,1,10000
460,460,0.143569124978967,506.0,740.0,1,10000
461,461,0.14402179198805243,507.0,742.0,1,10000
462,462,0.1442784580285661,507.0,743.0,1,10000
463,463,0.14452195802005008,507.0,744.0,1,10000
464,464,0.14491291699232534,507.0,746.0,1,10000
465,465,0.1453749579959549,507.0,748.0,1,10000
466,466,0.14569924998795614,507.0,749.0,1,10000
467,467,0.14611974998842925,506.0,751.0,1,10000
468,468,0.1465295419911854,506.0,753.0,1,10000
469,469,0.14693891699425876,507.0,755.0,1,10000
470,470,0.14733529201475903,506.0,757.0,1,10000
471,471,0.14773349999450147,507.0,759.0,1,10000
472,472,0.1479740830254741,507.0,760.0,1,10000
473,473,0.14821312500862405,507.0,761.0,1,10000
474,474,0.1486102920025587,507.0,763.0,1,10000
475,475,0.14884812501259148,507.0,764.0,1,10000
476,476,0.1490892079891637,507.0,765.0,1,10000
477,477,0.1495399170089513,506.0,767.0,1,10000
478,478,0.14984816702781245,506.0,768.0,1,10000
479,479,0.15010291698854417,506.0,769.0,1,10000
480,480,0.150526917015668,506.0,771.0,1,10000
481,481,0.15096229198388755,507.0,773.0,1,10000
482,482,0.1512155419914052,507.0,774.0,1,10000
483,483,0.15146666701184586,507.0,775.0,1,10000
484,484,0.15190875000553206,507.0,777.0,1,10000
485,485,0.1522114999825135,507.0,778.0,1,10000
486,486,0.15273450000677258,507.0,780.0,1,10000
487,487,0.15326591697521508,505.0,782.0,1,10000
488,488,0.15370558301219717,505.0,784.0,1,10000
489,489,0.15412812499562278,504.0,786.0,1,10000
490,490,0.15454016701551154,504.0,788.0,1,10000
491,491,0.1549548750044778,504.0,790.0,1,10000
492,492,0.15536924998741597,504.0,792.0,1,10000
493,493,0.15562074998160824,504.0,793.0,1,10000
494,494,0.15603295800974593,504.0,795.0,1,10000
495,495,0.15644275001250207,505.0,797.0,1,10000
496,496,0.15685283299535513,507.0,799.0,1,10000
497,497,0.15710487501928583,507.0,800.0,1,10000
498,498,0.15752141701523215,508.0,802.0,1,10000
499,499,0.1579377080197446,508.0,804.0,1,10000
500,500,0.15834833297412843,508.0,806.0,1,10000
501,501,0.1585949169821106,508.0,807.0,1,10000
502,502,0.15884475002530962,508.0,808.0,1,10000
503,503,0.1592454580240883,509.0,810.0,1,10000
504,504,0.15980870800558478,508.0,812.0,1,10000
505,505,0.1602733749896288,508.0,814.0,1,10000
506,506,0.16069483302999288,508.0,816.0,1,10000
507,507,0.16111316700698808,508.0,818.0,1,10000
508,508,0.16137145803077146,508.0,819.0,1,10000
509,509,0.16163991700159386,508.0,820.0,1,10000
510,510,0.16206512501230463,509.0,822.0,1,10000
511,511,0.16232437500730157,509.0,823.0,1,10000
512,512,0.16274241701466963,508.0,825.0,1,10000
513,513,0.16300133301410824,508.0,826.0,1,10000
514,514,0.16343970800517127,508.0,828.0,1,10000
515,515,0.1639350830228068,508.0,830.0,1,10000
516,516,0.16441949998261407,509.0,832.0,1,10000
517,517,0.16487849998520687,510.0,834.0,1,10000
518,518,0.16532154200831428,510.0,836.0,1,10000
519,519,0.16559899999992922,510.0,837.0,1,10000
520,520,0.16585083300014958,510.0,838.0,1,10000
521,521,0.1662620829883963,510.0,840.0,1,10000
522,522,0.1666766669950448,510.0,842.0,1,10000
523,523,0.16693133302032948,510.0,843.0,1,10000
524,524,0.16718966700136662,510.0,844.0,1,10000
525,525,0.16760987497400492,510.0,846.0,1,10000
526,526,0.16795816697413102,510.0,847.0,1,10000
527,527,0.1684241250040941,508.0,849.0,1,10000
528,528,0.1688320420216769,508.0,851.0,1,10000
529,529,0.16924000001745299,508.0,853.0,1,10000
530,530,0.1697613750002347,508.0,855.0,1,10000
531,531,0.17009516700636595,508.0,856.0,1,10000
532,532,0.17051316698780283,508.0,858.0,1,10000
533,533,0.17092879198025912,510.0,860.0,1,10000
534,534,0.17137479200027883,510.0,862.0,1,10000
535,535,0.17163316701771691,510.0,863.0,1,10000
