,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.017831737000960857,469.0,0.0,500,0.9,1000
1,1,0.0848468930053059,552.0,2.0,500,0.9,1000
2,2,0.14185644000099273,553.0,4.0,500,0.9,1000
3,3,0.19935919400450075,553.0,5.0,500,0.9,1000
4,4,0.2549251780001214,556.0,7.0,500,0.9,1000
5,5,0.3113769960036734,559.0,9.0,500,0.9,1000
6,6,0.36609245400177315,567.0,11.0,500,0.9,1000
7,7,0.4248057280055946,570.0,13.0,500,0.9,1000
8,8,0.4793516750069102,570.0,14.0,500,0.9,1000
9,9,0.5421047130002989,572.0,16.0,500,0.9,1000
10,10,0.5960218950058334,576.0,18.0,500,0.9,1000
11,11,0.6508310530043673,577.0,20.0,500,0.9,1000
12,12,0.7030769390039495,587.0,22.0,500,0.9,1000
13,13,0.7575173960067332,587.0,23.0,500,0.9,1000
14,14,0.8094811270057107,590.0,25.0,500,0.9,1000
15,15,0.8617524520013831,595.0,27.0,500,0.9,1000
16,16,0.9142990510008531,600.0,29.0,500,0.9,1000
17,17,0.9680856150007457,600.0,30.0,500,0.9,1000
18,18,1.0207570510028745,604.0,32.0,500,0.9,1000
19,19,1.072447884005669,608.0,34.0,500,0.9,1000
20,20,1.125477530003991,609.0,36.0,500,0.9,1000
21,21,1.1796823190015857,614.0,38.0,500,0.9,1000
22,22,1.2311083280001185,614.0,39.0,500,0.9,1000
23,23,1.2833306400061701,615.0,41.0,500,0.9,1000
24,24,1.3324786820012378,621.0,43.0,500,0.9,1000
25,25,1.3870147300040117,623.0,45.0,500,0.9,1000
26,26,1.4387654470046982,631.0,47.0,500,0.9,1000
27,27,1.492768062002142,631.0,48.0,500,0.9,1000
28,28,1.545055187001708,631.0,49.0,500,0.9,1000
29,29,1.5966971770030796,634.0,51.0,500,0.9,1000
30,30,1.654450538000674,636.0,53.0,500,0.9,1000
31,31,1.7084817470022244,636.0,54.0,500,0.9,1000
32,32,1.7617252790005296,640.0,56.0,500,0.9,1000
33,33,1.8133518800023012,640.0,57.0,500,0.9,1000
34,34,1.8665683610015549,645.0,59.0,500,0.9,1000
35,35,1.9188267530043959,649.0,61.0,500,0.9,1000
36,36,1.9753036880065338,650.0,63.0,500,0.9,1000
37,37,2.039259753000806,652.0,65.0,500,0.9,1000
38,38,2.09290337600396,658.0,67.0,500,0.9,1000
39,39,2.1577136129999417,659.0,69.0,500,0.9,1000
40,40,2.2097484700061614,660.0,71.0,500,0.9,1000
41,41,2.264101531000051,664.0,73.0,500,0.9,1000
42,42,2.315785119004431,664.0,74.0,500,0.9,1000
43,43,2.3680024730056175,669.0,76.0,500,0.9,1000
44,44,2.4194673360034358,671.0,78.0,500,0.9,1000
45,45,2.4733920030048466,675.0,80.0,500,0.9,1000
46,46,2.525139894001768,675.0,81.0,500,0.9,1000
47,47,2.5774121820068103,675.0,82.0,500,0.9,1000
48,48,2.6290745710066403,675.0,83.0,500,0.9,1000
49,49,2.6839554840044,676.0,85.0,500,0.9,1000
50,50,2.735731990003842,677.0,87.0,500,0.9,1000
51,51,2.7925648230011575,678.0,89.0,500,0.9,1000
52,52,2.845507133002684,679.0,91.0,500,0.9,1000
53,53,2.9014470990005066,680.0,93.0,500,0.9,1000
54,54,2.9548168620021897,684.0,95.0,500,0.9,1000
55,55,3.0060986170065007,689.0,97.0,500,0.9,1000
56,56,3.0578770770007395,690.0,99.0,500,0.9,1000
57,57,3.112140247001662,690.0,100.0,500,0.9,1000
58,58,3.1647709560056683,691.0,102.0,500,0.9,1000
59,59,3.2201577110026847,693.0,104.0,500,0.9,1000
60,60,3.272163592002471,693.0,105.0,500,0.9,1000
61,61,3.325113267004781,694.0,107.0,500,0.9,1000
62,62,3.3774982989998534,695.0,109.0,500,0.9,1000
63,63,3.4373584929999197,698.0,111.0,500,0.9,1000
64,64,3.4895245190054993,699.0,113.0,500,0.9,1000
65,65,3.5439355800044723,699.0,114.0,500,0.9,1000
66,66,3.5958756060063024,701.0,116.0,500,0.9,1000
67,67,3.6478615200030617,701.0,117.0,500,0.9,1000
68,68,3.7015789830038557,705.0,119.0,500,0.9,1000
69,69,3.7559467930041137,705.0,120.0,500,0.9,1000
70,70,3.815104572000564,706.0,122.0,500,0.9,1000
71,71,3.86708934300259,707.0,124.0,500,0.9,1000
72,72,3.9241058150000754,709.0,126.0,500,0.9,1000
73,73,3.978061642003013,709.0,127.0,500,0.9,1000
74,74,4.0317881620067055,713.0,129.0,500,0.9,1000
75,75,4.087711837004463,713.0,130.0,500,0.9,1000
76,76,4.140408231003676,715.0,132.0,500,0.9,1000
77,77,4.192529793006543,717.0,134.0,500,0.9,1000
78,78,4.2440539590024855,717.0,135.0,500,0.9,1000
79,79,4.296105027002341,717.0,136.0,500,0.9,1000
80,80,4.3483504240066395,719.0,138.0,500,0.9,1000
81,81,4.402837059002195,721.0,140.0,500,0.9,1000
82,82,4.453525939003157,723.0,142.0,500,0.9,1000
83,83,4.509893948001263,725.0,144.0,500,0.9,1000
84,84,4.5639319800029625,727.0,146.0,500,0.9,1000
85,85,4.622484429004544,727.0,147.0,500,0.9,1000
86,86,4.6712210810001125,727.0,148.0,500,0.9,1000
87,87,4.723264113999903,729.0,150.0,500,0.9,1000
88,88,4.776981527000316,733.0,152.0,500,0.9,1000
89,89,4.831086297002912,733.0,153.0,500,0.9,1000
90,90,4.8839453700056765,735.0,155.0,500,0.9,1000
91,91,4.936136664000514,737.0,157.0,500,0.9,1000
92,92,4.989284245006274,741.0,159.0,500,0.9,1000
93,93,5.043761873006588,741.0,160.0,500,0.9,1000
94,94,5.097118241006683,741.0,161.0,500,0.9,1000
95,95,5.150032529003511,741.0,162.0,500,0.9,1000
96,96,5.210141225004918,743.0,164.0,500,0.9,1000
97,97,5.263395329006016,743.0,165.0,500,0.9,1000
98,98,5.319821118006075,743.0,166.0,500,0.9,1000
99,99,5.37033619700378,743.0,167.0,500,0.9,1000
100,100,5.422959343006369,745.0,169.0,500,0.9,1000
101,101,5.47404622900649,747.0,171.0,500,0.9,1000
102,102,5.5243864670046605,747.0,172.0,500,0.9,1000
103,103,5.5756565510018845,749.0,174.0,500,0.9,1000
104,104,5.626696959006949,749.0,175.0,500,0.9,1000
105,105,5.678760601003887,753.0,177.0,500,0.9,1000
106,106,5.729938520002179,753.0,178.0,500,0.9,1000
107,107,5.781064601003891,753.0,179.0,500,0.9,1000
108,108,5.832012193000992,755.0,181.0,500,0.9,1000
109,109,5.885558521003986,757.0,183.0,500,0.9,1000
110,110,5.935866438005178,757.0,184.0,500,0.9,1000
111,111,5.987463183002546,758.0,186.0,500,0.9,1000
112,112,6.03822775700246,758.0,187.0,500,0.9,1000
113,113,6.090028059006727,763.0,189.0,500,0.9,1000
114,114,6.141030314000091,763.0,190.0,500,0.9,1000
115,115,6.18670557000587,763.0,191.0,500,0.9,1000
116,116,6.231512365004164,763.0,192.0,500,0.9,1000
117,117,6.282672811001248,765.0,194.0,500,0.9,1000
118,118,6.331560710001213,765.0,195.0,500,0.9,1000
119,119,6.380686571006663,765.0,196.0,500,0.9,1000
120,120,6.431171283002186,767.0,198.0,500,0.9,1000
121,121,6.484757378006179,769.0,200.0,500,0.9,1000
122,122,6.538102975006041,769.0,201.0,500,0.9,1000
123,123,6.591465175006306,769.0,202.0,500,0.9,1000
124,124,6.645504430001893,773.0,204.0,500,0.9,1000
125,125,6.7004298090032535,773.0,205.0,500,0.9,1000
126,126,6.752679725002963,775.0,207.0,500,0.9,1000
127,127,6.805728830004227,775.0,208.0,500,0.9,1000
128,128,6.857996269005525,780.0,210.0,500,0.9,1000
129,129,6.909963829006301,781.0,212.0,500,0.9,1000
130,130,6.961715288001869,781.0,213.0,500,0.9,1000
131,131,7.011693458000082,781.0,214.0,500,0.9,1000
132,132,7.061533476000477,781.0,215.0,500,0.9,1000
133,133,7.112113680006587,781.0,216.0,500,0.9,1000
134,134,7.162041154006147,787.0,218.0,500,0.9,1000
135,135,7.2132405350057525,787.0,219.0,500,0.9,1000
136,136,7.262944554000569,787.0,220.0,500,0.9,1000
137,137,7.3119107720049215,787.0,221.0,500,0.9,1000
138,138,7.362492228006886,787.0,222.0,500,0.9,1000
139,139,7.411257794003177,787.0,223.0,500,0.9,1000
140,140,7.461946705006994,787.0,224.0,500,0.9,1000
141,141,7.511038542004826,789.0,226.0,500,0.9,1000
142,142,7.5607128650008235,789.0,227.0,500,0.9,1000
143,143,7.614726361003704,789.0,228.0,500,0.9,1000
144,144,7.6636253310061875,791.0,230.0,500,0.9,1000
145,145,7.714192049003032,791.0,231.0,500,0.9,1000
146,146,7.763925325001765,791.0,232.0,500,0.9,1000
147,147,7.812672386004124,791.0,233.0,500,0.9,1000
148,148,7.863391174003482,794.0,235.0,500,0.9,1000
149,149,7.912590845000523,794.0,236.0,500,0.9,1000
150,150,7.962017358004232,794.0,237.0,500,0.9,1000
151,151,8.011705247001373,795.0,239.0,500,0.9,1000
152,152,8.06119685300655,797.0,241.0,500,0.9,1000
153,153,8.111648974001582,797.0,242.0,500,0.9,1000
154,154,8.161157773000014,797.0,243.0,500,0.9,1000
155,155,8.2101831330001,798.0,245.0,500,0.9,1000
156,156,8.267666292005742,798.0,246.0,500,0.9,1000
157,157,8.324992322006437,798.0,247.0,500,0.9,1000
158,158,8.38878870500048,799.0,249.0,500,0.9,1000
159,159,8.452077584006474,802.0,251.0,500,0.9,1000
160,160,8.506465972001024,802.0,252.0,500,0.9,1000
161,161,8.562016079005843,802.0,253.0,500,0.9,1000
162,162,8.616259132002597,802.0,254.0,500,0.9,1000
163,163,8.673341840003559,804.0,256.0,500,0.9,1000
164,164,8.72815694000019,804.0,257.0,500,0.9,1000
165,165,8.783445510001911,804.0,258.0,500,0.9,1000
166,166,8.84174109200103,804.0,259.0,500,0.9,1000
167,167,8.898428790002072,808.0,261.0,500,0.9,1000
168,168,8.953425084000628,808.0,262.0,500,0.9,1000
169,169,9.009016259005875,811.0,264.0,500,0.9,1000
170,170,9.063910169003066,811.0,265.0,500,0.9,1000
171,171,9.119390583000495,811.0,266.0,500,0.9,1000
172,172,9.173693409000407,811.0,267.0,500,0.9,1000
173,173,9.228489243003423,811.0,268.0,500,0.9,1000
174,174,9.288636093006062,812.0,270.0,500,0.9,1000
175,175,9.347213320004812,814.0,272.0,500,0.9,1000
176,176,9.402645894006127,816.0,274.0,500,0.9,1000
177,177,9.460469169003773,816.0,275.0,500,0.9,1000
178,178,9.515923543003737,818.0,277.0,500,0.9,1000
