Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters,group_number,run_number,problem_size,max_iterations,max_attempts,population_size,keep_percent
0,0.0022976670000001143,1298.551899183571,100.0,True,100,0.25,10,0,0,10,10,1000,100,0.25
1,0.029272500000000035,914.1804526394553,202.0,True,100,0.25,10,0,0,10,10,1000,100,0.25
2,0.04931466699999998,914.1804526394553,303.0,True,100,0.25,10,0,0,10,10,1000,100,0.25
3,0.06878354200000003,914.1804526394553,404.0,True,100,0.25,10,0,0,10,10,1000,100,0.25
4,0.0882040420000001,914.1804526394553,505.0,True,100,0.25,10,0,0,10,10,1000,100,0.25
5,0.10747358299999998,914.1804526394553,606.0,True,100,0.25,10,0,0,10,10,1000,100,0.25
6,0.12666987499999993,914.1804526394553,707.0,True,100,0.25,10,0,0,10,10,1000,100,0.25
7,0.14597520800000008,914.1804526394553,808.0,True,100,0.25,10,0,0,10,10,1000,100,0.25
8,0.16473766700000003,914.1804526394553,909.0,True,100,0.25,10,0,0,10,10,1000,100,0.25
9,0.18418837499999996,914.1804526394553,1010.0,True,100,0.25,10,0,0,10,10,1000,100,0.25
10,0.20384325000000003,914.1804526394553,1111.0,True,100,0.25,10,0,0,10,10,1000,100,0.25
0,0.00230087499999998,1068.1483700349288,100.0,True,100,0.25,10,0,1,10,10,1000,100,0.25
1,0.023766541999999946,959.8396860948529,202.0,True,100,0.25,10,0,1,10,10,1000,100,0.25
2,0.04399850000000005,943.6894770583025,304.0,True,100,0.25,10,0,1,10,10,1000,100,0.25
3,0.06283016699999999,943.6894770583025,405.0,True,100,0.25,10,0,1,10,10,1000,100,0.25
4,0.08144820899999994,943.6894770583025,506.0,True,100,0.25,10,0,1,10,10,1000,100,0.25
5,0.100765875,943.6894770583025,607.0,True,100,0.25,10,0,1,10,10,1000,100,0.25
6,0.11944233399999993,943.6894770583025,708.0,True,100,0.25,10,0,1,10,10,1000,100,0.25
