Iteration,Time,Fitness,FEvals,Restarts,max_iters,current_restart,group_number,run_number,problem_size,max_iterations,max_attempts,max_restarts
7,0.0027554169999999267,1069.3055553117442,74.0,25,10,5,1,3,10,10,1000,25
8,0.002776292000000069,1069.3055553117442,75.0,25,10,5,1,3,10,10,1000,25
9,0.002808624999999898,1069.3055553117442,76.0,25,10,5,1,3,10,10,1000,25
10,0.0028294589999999786,981.7840911418132,78.0,25,10,5,1,3,10,10,1000,25
1,0.0026193750000000904,1556.7572637363564,79.0,25,10,6,1,3,10,10,1000,25
2,0.0026471249999999724,1431.329475890062,81.0,25,10,6,1,3,10,10,1000,25
3,0.00267050000000002,1431.329475890062,82.0,25,10,6,1,3,10,10,1000,25
4,0.00269220899999989,1431.329475890062,83.0,25,10,6,1,3,10,10,1000,25
5,0.0027135419999999577,1363.9479263326039,85.0,25,10,6,1,3,10,10,1000,25
6,0.0027347920000000414,1226.8662681755634,87.0,25,10,6,1,3,10,10,1000,25
7,0.0027554169999999267,1125.8689399277848,89.0,25,10,6,1,3,10,10,1000,25
8,0.002776292000000069,1125.8689399277848,90.0,25,10,6,1,3,10,10,1000,25
9,0.002808624999999898,1125.8689399277848,91.0,25,10,6,1,3,10,10,1000,25
10,0.0028294589999999786,1125.8689399277848,92.0,25,10,6,1,3,10,10,1000,25
1,0.0026193750000000904,1286.7950288047557,93.0,25,10,7,1,3,10,10,1000,25
2,0.0026471249999999724,1286.7950288047557,94.0,25,10,7,1,3,10,10,1000,25
3,0.00267050000000002,1286.7950288047557,95.0,25,10,7,1,3,10,10,1000,25
4,0.00269220899999989,1286.7950288047557,96.0,25,10,7,1,3,10,10,1000,25
5,0.0027135419999999577,1286.7950288047557,97.0,25,10,7,1,3,10,10,1000,25
6,0.0027347920000000414,1169.47179357237,99.0,25,10,7,1,3,10,10,1000,25
7,0.0027554169999999267,1169.47179357237,100.0,25,10,7,1,3,10,10,1000,25
8,0.002776292000000069,1169.47179357237,101.0,25,10,7,1,3,10,10,1000,25
9,0.002808624999999898,1169.47179357237,102.0,25,10,7,1,3,10,10,1000,25
10,0.0028294589999999786,1087.7179081678169,104.0,25,10,7,1,3,10,10,1000,25
1,0.0026193750000000904,1327.2736811980626,106.0,25,10,8,1,3,10,10,1000,25
2,0.0026471249999999724,1327.2736811980626,107.0,25,10,8,1,3,10,10,1000,25
3,0.00267050000000002,1278.403710678864,109.0,25,10,8,1,3,10,10,1000,25
4,0.00269220899999989,1278.403710678864,110.0,25,10,8,1,3,10,10,1000,25
5,0.0027135419999999577,1278.403710678864,111.0,25,10,8,1,3,10,10,1000,25
6,0.0027347920000000414,1278.403710678864,112.0,25,10,8,1,3,10,10,1000,25
7,0.0027554169999999267,1278.403710678864,113.0,25,10,8,1,3,10,10,1000,25
8,0.002776292000000069,1278.403710678864,114.0,25,10,8,1,3,10,10,1000,25
9,0.002808624999999898,1249.2815576244195,116.0,25,10,8,1,3,10,10,1000,25
10,0.0028294589999999786,1249.2815576244195,117.0,25,10,8,1,3,10,10,1000,25
1,0.0026193750000000904,1390.4041620364387,118.0,25,10,9,1,3,10,10,1000,25
2,0.0026471249999999724,1390.4041620364387,119.0,25,10,9,1,3,10,10,1000,25
3,0.00267050000000002,1275.826019166002,121.0,25,10,9,1,3,10,10,1000,25
4,0.00269220899999989,1108.0539746980012,123.0,25,10,9,1,3,10,10,1000,25
5,0.0027135419999999577,1108.0539746980012,124.0,25,10,9,1,3,10,10,1000,25
6,0.0027347920000000414,1108.0539746980012,125.0,25,10,9,1,3,10,10,1000,25
7,0.0027554169999999267,1020.9038893771994,127.0,25,10,9,1,3,10,10,1000,25
8,0.002776292000000069,1020.9038893771994,128.0,25,10,9,1,3,10,10,1000,25
9,0.002808624999999898,1020.9038893771994,129.0,25,10,9,1,3,10,10,1000,25
10,0.0028294589999999786,997.4905420926915,131.0,25,10,9,1,3,10,10,1000,25
1,0.0026193750000000904,1657.5787544570599,133.0,25,10,10,1,3,10,10,1000,25
2,0.0026471249999999724,1578.5569138666374,135.0,25,10,10,1,3,10,10,1000,25
3,0.00267050000000002,1471.590929993641,137.0,25,10,10,1,3,10,10,1000,25
4,0.00269220899999989,1471.590929993641,138.0,25,10,10,1,3,10,10,1000,25
5,0.0027135419999999577,1471.590929993641,139.0,25,10,10,1,3,10,10,1000,25
6,0.0027347920000000414,1471.590929993641,140.0,25,10,10,1,3,10,10,1000,25
7,0.0027554169999999267,1471.590929993641,141.0,25,10,10,1,3,10,10,1000,25
8,0.002776292000000069,1470.8086343733532,143.0,25,10,10,1,3,10,10,1000,25
9,0.002808624999999898,1260.1558170659273,145.0,25,10,10,1,3,10,10,1000,25
10,0.0028294589999999786,1260.1558170659273,146.0,25,10,10,1,3,10,10,1000,25
1,0.0026193750000000904,1576.5369259688216,148.0,25,10,11,1,3,10,10,1000,25
2,0.0026471249999999724,1576.5369259688216,149.0,25,10,11,1,3,10,10,1000,25
3,0.00267050000000002,1576.5369259688216,150.0,25,10,11,1,3,10,10,1000,25
4,0.00269220899999989,1443.7210391097176,152.0,25,10,11,1,3,10,10,1000,25
5,0.0027135419999999577,1443.7210391097176,153.0,25,10,11,1,3,10,10,1000,25
6,0.0027347920000000414,1108.7200683161248,155.0,25,10,11,1,3,10,10,1000,25
7,0.0027554169999999267,1108.7200683161248,156.0,25,10,11,1,3,10,10,1000,25
8,0.002776292000000069,1108.7200683161248,157.0,25,10,11,1,3,10,10,1000,25
9,0.002808624999999898,1108.7200683161248,158.0,25,10,11,1,3,10,10,1000,25
10,0.0028294589999999786,1108.7200683161248,159.0,25,10,11,1,3,10,10,1000,25
1,0.0026193750000000904,1247.5794869161011,160.0,25,10,12,1,3,10,10,1000,25
2,0.0026471249999999724,1247.5794869161011,161.0,25,10,12,1,3,10,10,1000,25
3,0.00267050000000002,1247.5794869161011,162.0,25,10,12,1,3,10,10,1000,25
4,0.00269220899999989,1247.5794869161011,163.0,25,10,12,1,3,10,10,1000,25
5,0.0027135419999999577,1247.5794869161011,164.0,25,10,12,1,3,10,10,1000,25
6,0.0027347920000000414,1247.5794869161011,165.0,25,10,12,1,3,10,10,1000,25
7,0.0027554169999999267,1247.5794869161011,166.0,25,10,12,1,3,10,10,1000,25
8,0.002776292000000069,1247.5794869161011,167.0,25,10,12,1,3,10,10,1000,25
9,0.002808624999999898,1247.5794869161011,168.0,25,10,12,1,3,10,10,1000,25
10,0.0028294589999999786,1247.5794869161011,169.0,25,10,12,1,3,10,10,1000,25
1,0.0026193750000000904,1200.8058699563815,171.0,25,10,13,1,3,10,10,1000,25
2,0.0026471249999999724,1200.8058699563815,172.0,25,10,13,1,3,10,10,1000,25
3,0.00267050000000002,1200.8058699563815,173.0,25,10,13,1,3,10,10,1000,25
4,0.00269220899999989,1200.8058699563815,174.0,25,10,13,1,3,10,10,1000,25
5,0.0027135419999999577,1121.7840293659588,176.0,25,10,13,1,3,10,10,1000,25
6,0.0027347920000000414,1121.7840293659588,177.0,25,10,13,1,3,10,10,1000,25
7,0.0027554169999999267,1121.7840293659588,178.0,25,10,13,1,3,10,10,1000,25
8,0.002776292000000069,969.142878932596,180.0,25,10,13,1,3,10,10,1000,25
9,0.002808624999999898,959.6919583715703,182.0,25,10,13,1,3,10,10,1000,25
10,0.0028294589999999786,959.6919583715703,183.0,25,10,13,1,3,10,10,1000,25
1,0.0026193750000000904,1280.2405952673391,185.0,25,10,14,1,3,10,10,1000,25
2,0.0026471249999999724,1280.2405952673391,186.0,25,10,14,1,3,10,10,1000,25
3,0.00267050000000002,1280.2405952673391,187.0,25,10,14,1,3,10,10,1000,25
4,0.00269220899999989,1280.2405952673391,188.0,25,10,14,1,3,10,10,1000,25
5,0.0027135419999999577,1280.2405952673391,189.0,25,10,14,1,3,10,10,1000,25
6,0.0027347920000000414,1280.2405952673391,190.0,25,10,14,1,3,10,10,1000,25
7,0.0027554169999999267,1247.7881319282553,192.0,25,10,14,1,3,10,10,1000,25
8,0.002776292000000069,1247.7881319282553,193.0,25,10,14,1,3,10,10,1000,25
9,0.002808624999999898,1115.766785792317,195.0,25,10,14,1,3,10,10,1000,25
10,0.0028294589999999786,1115.766785792317,196.0,25,10,14,1,3,10,10,1000,25
1,0.0026193750000000904,1293.9257480022275,198.0,25,10,15,1,3,10,10,1000,25
2,0.0026471249999999724,1293.9257480022275,199.0,25,10,15,1,3,10,10,1000,25
3,0.00267050000000002,1254.3875544083849,201.0,25,10,15,1,3,10,10,1000,25
4,0.00269220899999989,1254.3875544083849,202.0,25,10,15,1,3,10,10,1000,25
5,0.0027135419999999577,1254.3875544083849,203.0,25,10,15,1,3,10,10,1000,25
6,0.0027347920000000414,1254.3875544083849,204.0,25,10,15,1,3,10,10,1000,25
7,0.0027554169999999267,1254.3875544083849,205.0,25,10,15,1,3,10,10,1000,25
8,0.002776292000000069,1105.197752651873,207.0,25,10,15,1,3,10,10,1000,25
9,0.002808624999999898,1105.197752651873,208.0,25,10,15,1,3,10,10,1000,25
10,0.0028294589999999786,1105.197752651873,209.0,25,10,15,1,3,10,10,1000,25
1,0.0026193750000000904,1267.052226931527,211.0,25,10,16,1,3,10,10,1000,25
2,0.0026471249999999724,1267.052226931527,212.0,25,10,16,1,3,10,10,1000,25
3,0.00267050000000002,1267.052226931527,213.0,25,10,16,1,3,10,10,1000,25
4,0.00269220899999989,1267.052226931527,214.0,25,10,16,1,3,10,10,1000,25
5,0.0027135419999999577,1267.052226931527,215.0,25,10,16,1,3,10,10,1000,25
6,0.0027347920000000414,1267.052226931527,216.0,25,10,16,1,3,10,10,1000,25
7,0.0027554169999999267,1267.052226931527,217.0,25,10,16,1,3,10,10,1000,25
8,0.002776292000000069,1267.052226931527,218.0,25,10,16,1,3,10,10,1000,25
9,0.002808624999999898,1267.052226931527,219.0,25,10,16,1,3,10,10,1000,25
10,0.0028294589999999786,1185.0605020175053,221.0,25,10,16,1,3,10,10,1000,25
1,0.0026193750000000904,1435.4737193687524,222.0,25,10,17,1,3,10,10,1000,25
2,0.0026471249999999724,1302.7672627376733,224.0,25,10,17,1,3,10,10,1000,25
3,0.00267050000000002,1211.9741663078337,226.0,25,10,17,1,3,10,10,1000,25
4,0.00269220899999989,1147.63242705519,228.0,25,10,17,1,3,10,10,1000,25
5,0.0027135419999999577,1147.63242705519,229.0,25,10,17,1,3,10,10,1000,25
6,0.0027347920000000414,1147.63242705519,230.0,25,10,17,1,3,10,10,1000,25
7,0.0027554169999999267,1095.9769087464665,232.0,25,10,17,1,3,10,10,1000,25
8,0.002776292000000069,1095.9769087464665,233.0,25,10,17,1,3,10,10,1000,25
9,0.002808624999999898,1095.9769087464665,234.0,25,10,17,1,3,10,10,1000,25
10,0.0028294589999999786,1095.9769087464665,235.0,25,10,17,1,3,10,10,1000,25
1,0.0026193750000000904,1552.0670190095773,236.0,25,10,18,1,3,10,10,1000,25
2,0.0026471249999999724,1542.2460802332846,238.0,25,10,18,1,3,10,10,1000,25
3,0.00267050000000002,1293.3768495411784,240.0,25,10,18,1,3,10,10,1000,25
4,0.00269220899999989,1293.3768495411784,241.0,25,10,18,1,3,10,10,1000,25
5,0.0027135419999999577,1293.3768495411784,242.0,25,10,18,1,3,10,10,1000,25
6,0.0027347920000000414,1293.3768495411784,243.0,25,10,18,1,3,10,10,1000,25
7,0.0027554169999999267,1144.3749898057947,245.0,25,10,18,1,3,10,10,1000,25
8,0.002776292000000069,1144.3749898057947,246.0,25,10,18,1,3,10,10,1000,25
9,0.002808624999999898,1003.5774348591301,248.0,25,10,18,1,3,10,10,1000,25
10,0.0028294589999999786,1003.5774348591301,249.0,25,10,18,1,3,10,10,1000,25
1,0.0026193750000000904,1317.3297011404993,251.0,25,10,19,1,3,10,10,1000,25
2,0.0026471249999999724,1211.415665856573,253.0,25,10,19,1,3,10,10,1000,25
3,0.00267050000000002,1211.415665856573,254.0,25,10,19,1,3,10,10,1000,25
4,0.00269220899999989,1211.415665856573,255.0,25,10,19,1,3,10,10,1000,25
5,0.0027135419999999577,1211.415665856573,256.0,25,10,19,1,3,10,10,1000,25
6,0.0027347920000000414,1211.415665856573,257.0,25,10,19,1,3,10,10,1000,25
7,0.0027554169999999267,1211.415665856573,258.0,25,10,19,1,3,10,10,1000,25
8,0.002776292000000069,1161.5221995986467,260.0,25,10,19,1,3,10,10,1000,25
9,0.002808624999999898,986.2160360022673,262.0,25,10,19,1,3,10,10,1000,25
10,0.0028294589999999786,986.2160360022673,263.0,25,10,19,1,3,10,10,1000,25
1,0.0026193750000000904,1330.6577854428426,264.0,25,10,20,1,3,10,10,1000,25
2,0.0026471249999999724,1330.6577854428426,265.0,25,10,20,1,3,10,10,1000,25
3,0.00267050000000002,1330.6577854428426,266.0,25,10,20,1,3,10,10,1000,25
4,0.00269220899999989,1075.2213281840995,268.0,25,10,20,1,3,10,10,1000,25
5,0.0027135419999999577,1075.2213281840995,269.0,25,10,20,1,3,10,10,1000,25
6,0.0027347920000000414,1036.0351577581832,271.0,25,10,20,1,3,10,10,1000,25
7,0.0027554169999999267,1036.0351577581832,272.0,25,10,20,1,3,10,10,1000,25
8,0.002776292000000069,1036.0351577581832,273.0,25,10,20,1,3,10,10,1000,25
9,0.002808624999999898,1036.0351577581832,274.0,25,10,20,1,3,10,10,1000,25
10,0.0028294589999999786,1016.0844740705548,276.0,25,10,20,1,3,10,10,1000,25
1,0.0026193750000000904,1176.7407237386444,277.0,25,10,21,1,3,10,10,1000,25
2,0.0026471249999999724,1176.7407237386444,278.0,25,10,21,1,3,10,10,1000,25
3,0.00267050000000002,1176.7407237386444,279.0,25,10,21,1,3,10,10,1000,25
4,0.00269220899999989,1176.7407237386444,280.0,25,10,21,1,3,10,10,1000,25
5,0.0027135419999999577,1176.7407237386444,281.0,25,10,21,1,3,10,10,1000,25
6,0.0027347920000000414,1118.5673598485562,283.0,25,10,21,1,3,10,10,1000,25
7,0.0027554169999999267,1036.732799411985,285.0,25,10,21,1,3,10,10,1000,25
8,0.002776292000000069,1036.732799411985,286.0,25,10,21,1,3,10,10,1000,25
9,0.002808624999999898,1036.732799411985,287.0,25,10,21,1,3,10,10,1000,25
10,0.0028294589999999786,1036.732799411985,288.0,25,10,21,1,3,10,10,1000,25
1,0.0026193750000000904,1258.2161017779035,290.0,25,10,22,1,3,10,10,1000,25
2,0.0026471249999999724,1258.2161017779035,291.0,25,10,22,1,3,10,10,1000,25
3,0.00267050000000002,1077.6982747041004,293.0,25,10,22,1,3,10,10,1000,25
4,0.00269220899999989,1077.6982747041004,294.0,25,10,22,1,3,10,10,1000,25
5,0.0027135419999999577,1077.6982747041004,295.0,25,10,22,1,3,10,10,1000,25
6,0.0027347920000000414,1077.6982747041004,296.0,25,10,22,1,3,10,10,1000,25
7,0.0027554169999999267,1077.6982747041004,297.0,25,10,22,1,3,10,10,1000,25
8,0.002776292000000069,1077.6982747041004,298.0,25,10,22,1,3,10,10,1000,25
9,0.002808624999999898,1077.6982747041004,299.0,25,10,22,1,3,10,10,1000,25
10,0.0028294589999999786,1077.6982747041004,300.0,25,10,22,1,3,10,10,1000,25
1,0.0026193750000000904,1616.4615591000272,302.0,25,10,23,1,3,10,10,1000,25
2,0.0026471249999999724,1444.8659972191115,304.0,25,10,23,1,3,10,10,1000,25
3,0.00267050000000002,1434.6100163332396,306.0,25,10,23,1,3,10,10,1000,25
4,0.00269220899999989,1434.6100163332396,307.0,25,10,23,1,3,10,10,1000,25
5,0.0027135419999999577,1434.6100163332396,308.0,25,10,23,1,3,10,10,1000,25
6,0.0027347920000000414,1434.6100163332396,309.0,25,10,23,1,3,10,10,1000,25
7,0.0027554169999999267,1355.4469095415682,311.0,25,10,23,1,3,10,10,1000,25
8,0.002776292000000069,1355.4469095415682,312.0,25,10,23,1,3,10,10,1000,25
9,0.002808624999999898,1355.4469095415682,313.0,25,10,23,1,3,10,10,1000,25
10,0.0028294589999999786,1355.4469095415682,314.0,25,10,23,1,3,10,10,1000,25
1,0.0026193750000000904,1311.8441817644268,316.0,25,10,24,1,3,10,10,1000,25
2,0.0026471249999999724,1311.8441817644268,317.0,25,10,24,1,3,10,10,1000,25
3,0.00267050000000002,1311.8441817644268,318.0,25,10,24,1,3,10,10,1000,25
4,0.00269220899999989,1311.8441817644268,319.0,25,10,24,1,3,10,10,1000,25
5,0.0027135419999999577,1311.8441817644268,320.0,25,10,24,1,3,10,10,1000,25
6,0.0027347920000000414,1311.8441817644268,321.0,25,10,24,1,3,10,10,1000,25
7,0.0027554169999999267,1231.291449718942,323.0,25,10,24,1,3,10,10,1000,25
8,0.002776292000000069,1231.291449718942,324.0,25,10,24,1,3,10,10,1000,25
9,0.002808624999999898,1231.291449718942,325.0,25,10,24,1,3,10,10,1000,25
10,0.0028294589999999786,1231.291449718942,326.0,25,10,24,1,3,10,10,1000,25
1,0.0026193750000000904,1526.0502904436835,328.0,25,10,25,1,3,10,10,1000,25
2,0.0026471249999999724,1526.0502904436835,329.0,25,10,25,1,3,10,10,1000,25
3,0.00267050000000002,1075.082703093046,331.0,25,10,25,1,3,10,10,1000,25
4,0.00269220899999989,1075.082703093046,332.0,25,10,25,1,3,10,10,1000,25
5,0.0027135419999999577,1075.082703093046,333.0,25,10,25,1,3,10,10,1000,25
6,0.0027347920000000414,1075.082703093046,334.0,25,10,25,1,3,10,10,1000,25
7,0.0027554169999999267,1069.8748242261406,336.0,25,10,25,1,3,10,10,1000,25
8,0.002776292000000069,1063.042196875346,338.0,25,10,25,1,3,10,10,1000,25
9,0.002808624999999898,1063.042196875346,339.0,25,10,25,1,3,10,10,1000,25
10,0.0028294589999999786,1063.042196875346,340.0,25,10,25,1,3,10,10,1000,25
0,7.087500000002578e-05,1417.3575899077787,0.0,25,10,0,1,4,10,10,1000,25
1,0.002032959000000112,1346.331570318068,2.0,25,10,0,1,4,10,10,1000,25
2,0.0020701250000001448,1230.6073840317363,4.0,25,10,0,1,4,10,10,1000,25
3,0.0021030420000001104,1228.6058378811592,6.0,25,10,0,1,4,10,10,1000,25
4,0.0021347920000001075,1226.7404627567926,8.0,25,10,0,1,4,10,10,1000,25
5,0.002155750000000012,1226.7404627567926,9.0,25,10,0,1,4,10,10,1000,25
6,0.0021875840000000757,1150.9386143456907,11.0,25,10,0,1,4,10,10,1000,25
7,0.0022215000000000984,1149.9084175280655,13.0,25,10,0,1,4,10,10,1000,25
8,0.002243084000000062,1149.9084175280655,14.0,25,10,0,1,4,10,10,1000,25
9,0.0022644170000001296,1149.9084175280655,15.0,25,10,0,1,4,10,10,1000,25
10,0.002285542000000085,1149.9084175280655,16.0,25,10,0,1,4,10,10,1000,25
1,0.002032959000000112,1058.1258214918869,17.0,25,10,1,1,4,10,10,1000,25
2,0.0020701250000001448,1058.1258214918869,18.0,25,10,1,1,4,10,10,1000,25
3,0.0021030420000001104,1058.1258214918869,19.0,25,10,1,1,4,10,10,1000,25
4,0.0021347920000001075,1058.1258214918869,20.0,25,10,1,1,4,10,10,1000,25
5,0.002155750000000012,1047.1511987037898,22.0,25,10,1,1,4,10,10,1000,25
6,0.0021875840000000757,1047.1511987037898,23.0,25,10,1,1,4,10,10,1000,25
7,0.0022215000000000984,1047.1511987037898,24.0,25,10,1,1,4,10,10,1000,25
8,0.002243084000000062,1040.4844162408356,26.0,25,10,1,1,4,10,10,1000,25
9,0.0022644170000001296,1040.4844162408356,27.0,25,10,1,1,4,10,10,1000,25
10,0.002285542000000085,1040.4844162408356,28.0,25,10,1,1,4,10,10,1000,25
1,0.002032959000000112,1268.2728781936016,30.0,25,10,2,1,4,10,10,1000,25
2,0.0020701250000001448,1268.2728781936016,31.0,25,10,2,1,4,10,10,1000,25
3,0.0021030420000001104,1268.2728781936016,32.0,25,10,2,1,4,10,10,1000,25
4,0.0021347920000001075,1213.332121538996,34.0,25,10,2,1,4,10,10,1000,25
5,0.002155750000000012,1122.001985208937,36.0,25,10,2,1,4,10,10,1000,25
