,Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters
0,0,0.0020771250128746033,453.0,10.0,10,0.1,100
1,1,0.006413082999642938,469.0,22.0,10,0.1,100
2,2,0.008505291014444083,469.0,33.0,10,0.1,100
3,3,0.010616791027132422,481.0,45.0,10,0.1,100
4,4,0.012515874987002462,481.0,56.0,10,0.1,100
5,5,0.014459791011177003,481.0,67.0,10,0.1,100
6,6,0.016552707995288074,481.0,78.0,10,0.1,100
7,7,0.018547916028182954,481.0,89.0,10,0.1,100
8,8,0.020626000012271106,487.0,101.0,10,0.1,100
9,9,0.022698790999129415,495.0,113.0,10,0.1,100
10,10,0.024649750033859164,495.0,124.0,10,0.1,100
11,11,0.026707082986831665,495.0,135.0,10,0.1,100
12,12,0.028659416013397276,495.0,146.0,10,0.1,100
13,13,0.03070958302123472,497.0,158.0,10,0.1,100
14,14,0.032655625022016466,497.0,169.0,10,0.1,100
15,15,0.03466116602066904,497.0,180.0,10,0.1,100
16,16,0.03690025000832975,499.0,192.0,10,0.1,100
17,17,0.03905016602948308,499.0,203.0,10,0.1,100
18,18,0.04107445798581466,499.0,214.0,10,0.1,100
19,19,0.04306300001917407,499.0,225.0,10,0.1,100
20,20,0.045259458012878895,500.0,237.0,10,0.1,100
21,21,0.04733470798237249,500.0,248.0,10,0.1,100
22,22,0.0493666660040617,500.0,259.0,10,0.1,100
23,23,0.05132825003238395,500.0,270.0,10,0.1,100
24,24,0.053454582986887544,501.0,282.0,10,0.1,100
25,25,0.055492333020083606,501.0,293.0,10,0.1,100
26,26,0.05767700000433251,503.0,305.0,10,0.1,100
27,27,0.05977529101073742,504.0,317.0,10,0.1,100
28,28,0.06196754099801183,505.0,329.0,10,0.1,100
29,29,0.06393875001231208,505.0,340.0,10,0.1,100
30,30,0.06583216600120068,505.0,351.0,10,0.1,100
31,31,0.06770491600036621,505.0,362.0,10,0.1,100
32,32,0.06973087502410635,506.0,374.0,10,0.1,100
33,33,0.07178908301284537,507.0,386.0,10,0.1,100
34,34,0.07368129101814702,507.0,397.0,10,0.1,100
35,35,0.0755515830242075,507.0,408.0,10,0.1,100
36,36,0.07742404099553823,507.0,419.0,10,0.1,100
37,37,0.07936687499750406,507.0,430.0,10,0.1,100
38,38,0.0814796659979038,508.0,442.0,10,0.1,100
39,39,0.08341891597956419,508.0,453.0,10,0.1,100
40,40,0.08531833300366998,508.0,464.0,10,0.1,100
41,41,0.08720412501133978,508.0,475.0,10,0.1,100
42,42,0.0892337909899652,508.0,486.0,10,0.1,100
43,43,0.09113854099996388,508.0,497.0,10,0.1,100
44,44,0.09301287500420585,508.0,508.0,10,0.1,100
45,45,0.09491341601824388,508.0,519.0,10,0.1,100
46,46,0.09680687502259389,508.0,530.0,10,0.1,100
47,47,0.09887154097668827,508.0,541.0,10,0.1,100
48,48,0.10120008297963068,511.0,553.0,10,0.1,100
49,49,0.10319549997802824,511.0,564.0,10,0.1,100
50,50,0.10518604097887874,511.0,575.0,10,0.1,100
51,51,0.10736508300760761,511.0,586.0,10,0.1,100
52,52,0.10962329100584611,511.0,597.0,10,0.1,100
53,53,0.1117960829869844,511.0,608.0,10,0.1,100
54,54,0.11400154099101201,511.0,619.0,10,0.1,100
55,55,0.11600537499180064,511.0,630.0,10,0.1,100
