,Iteration,Time,Fitness,FEvals,Temperature,max_iters
53,53,0.022914131000106863,8.0,106.0,10000.0,1000
54,54,0.023169469999629655,8.0,108.0,10000.0,1000
55,55,0.02351238800019928,8.0,110.0,10000.0,1000
56,56,0.02381866500036267,8.0,112.0,10000.0,1000
57,57,0.024085957999886887,8.0,114.0,10000.0,1000
58,58,0.024340705999748025,8.0,116.0,10000.0,1000
59,59,0.024598410000180593,8.0,118.0,10000.0,1000
60,60,0.02485350999995717,8.0,120.0,10000.0,1000
61,61,0.025172751999889442,8.0,122.0,10000.0,1000
62,62,0.02544209799998498,8.0,124.0,10000.0,1000
63,63,0.025695704999634472,8.0,126.0,10000.0,1000
64,64,0.025939893000213488,8.0,128.0,10000.0,1000
65,65,0.026185253000221564,8.0,130.0,10000.0,1000
66,66,0.026420273999974597,8.0,132.0,10000.0,1000
67,67,0.026655695000044943,8.0,134.0,10000.0,1000
68,68,0.026892279000094277,8.0,136.0,10000.0,1000
69,69,0.02713005500027066,8.0,138.0,10000.0,1000
70,70,0.027356890000191925,8.0,140.0,10000.0,1000
71,71,0.02758788299979642,8.0,142.0,10000.0,1000
72,72,0.027816752000035194,8.0,144.0,10000.0,1000
73,73,0.02805471800002124,8.0,146.0,10000.0,1000
74,74,0.028289709000091534,8.0,148.0,10000.0,1000
75,75,0.028520971999569156,8.0,150.0,10000.0,1000
76,76,0.028749650999998266,12.0,152.0,10000.0,1000
77,77,0.028988277999815182,12.0,154.0,10000.0,1000
78,78,0.02924655399965559,12.0,156.0,10000.0,1000
79,79,0.029494168999917747,12.0,158.0,10000.0,1000
80,80,0.0297406609997779,12.0,160.0,10000.0,1000
81,81,0.029986032000124396,12.0,162.0,10000.0,1000
82,82,0.030242744000133825,12.0,164.0,10000.0,1000
83,83,0.030484887999591592,12.0,166.0,10000.0,1000
84,84,0.030730098999811162,12.0,168.0,10000.0,1000
85,85,0.030966282000008505,12.0,170.0,10000.0,1000
86,86,0.031207152999741083,12.0,172.0,10000.0,1000
87,87,0.03144796499964286,12.0,174.0,10000.0,1000
88,88,0.03168793500026368,12.0,176.0,10000.0,1000
89,89,0.03193585099961638,12.0,178.0,10000.0,1000
90,90,0.03217536000011023,12.0,180.0,10000.0,1000
91,91,0.03241475899994839,12.0,182.0,10000.0,1000
92,92,0.032648948000314704,12.0,184.0,10000.0,1000
93,93,0.032885732000067947,12.0,186.0,10000.0,1000
94,94,0.03315925700007938,12.0,188.0,10000.0,1000
95,95,0.03339745399989624,12.0,190.0,10000.0,1000
96,96,0.03363109200017789,12.0,192.0,10000.0,1000
97,97,0.03386595200026932,12.0,194.0,10000.0,1000
98,98,0.03410212499966292,12.0,196.0,10000.0,1000
99,99,0.03433812700041017,12.0,198.0,10000.0,1000
100,100,0.03457028299999365,12.0,200.0,10000.0,1000
101,101,0.03482049200010806,12.0,202.0,10000.0,1000
102,102,0.035196644000279775,12.0,204.0,10000.0,1000
103,103,0.035439770000266435,12.0,206.0,10000.0,1000
104,104,0.03574002599998494,12.0,208.0,10000.0,1000
105,105,0.036114282999733405,12.0,210.0,10000.0,1000
106,106,0.03640549200008536,12.0,212.0,10000.0,1000
107,107,0.036676050999631116,12.0,214.0,10000.0,1000
108,108,0.03693394499987335,12.0,216.0,10000.0,1000
109,109,0.03722253900014039,12.0,218.0,10000.0,1000
110,110,0.03748284799985413,12.0,220.0,10000.0,1000
111,111,0.03773999100030778,12.0,222.0,10000.0,1000
112,112,0.03799495000021125,12.0,224.0,10000.0,1000
113,113,0.038263073999587505,12.0,226.0,10000.0,1000
114,114,0.038514787000167416,12.0,228.0,10000.0,1000
115,115,0.038763773999562545,12.0,230.0,10000.0,1000
116,116,0.039011189000120794,12.0,232.0,10000.0,1000
117,117,0.03925343300034001,12.0,234.0,10000.0,1000
118,118,0.03950069700022141,12.0,236.0,10000.0,1000
119,119,0.03978729699974792,12.0,238.0,10000.0,1000
120,120,0.04005086199958896,12.0,240.0,10000.0,1000
121,121,0.040296983999724034,12.0,242.0,10000.0,1000
122,122,0.040544909999880474,12.0,244.0,10000.0,1000
123,123,0.04078975900029036,12.0,246.0,10000.0,1000
124,124,0.04103636200034089,12.0,248.0,10000.0,1000
125,125,0.04130753200024628,12.0,250.0,10000.0,1000
126,126,0.0415696250001929,12.0,252.0,10000.0,1000
127,127,0.041826286999821605,12.0,254.0,10000.0,1000
128,128,0.0420839309999792,12.0,256.0,10000.0,1000
129,129,0.042349098999693524,12.0,258.0,10000.0,1000
130,130,0.04261365700040187,12.0,260.0,10000.0,1000
131,131,0.04287843400015845,12.0,262.0,10000.0,1000
132,132,0.04314739999972517,12.0,264.0,10000.0,1000
133,133,0.04341965200001141,12.0,266.0,10000.0,1000
134,134,0.043676694999703614,12.0,268.0,10000.0,1000
135,135,0.043936684000073,12.0,270.0,10000.0,1000
136,136,0.044193806999828666,12.0,272.0,10000.0,1000
137,137,0.044462050999754865,12.0,274.0,10000.0,1000
138,138,0.044731797999702394,12.0,276.0,10000.0,1000
139,139,0.045020241999736754,12.0,278.0,10000.0,1000
140,140,0.045437701999617275,12.0,280.0,10000.0,1000
141,141,0.04574281700024585,12.0,282.0,10000.0,1000
142,142,0.0460194480001519,12.0,284.0,10000.0,1000
143,143,0.04629357300018455,12.0,286.0,10000.0,1000
144,144,0.04654955400019389,12.0,288.0,10000.0,1000
145,145,0.046808830999907514,12.0,290.0,10000.0,1000
146,146,0.04707523199977004,12.0,292.0,10000.0,1000
147,147,0.04733436900005472,12.0,294.0,10000.0,1000
148,148,0.04760056000031909,12.0,296.0,10000.0,1000
149,149,0.047878121999929135,12.0,298.0,10000.0,1000
150,150,0.04815187700023671,12.0,300.0,10000.0,1000
151,151,0.04842770599952928,12.0,302.0,10000.0,1000
152,152,0.04860045700024784,12.0,303.0,10000.0,1000
153,153,0.04887251899981493,12.0,305.0,10000.0,1000
154,154,0.04916520999995555,12.0,307.0,10000.0,1000
155,155,0.049443644000348286,12.0,309.0,10000.0,1000
156,156,0.04971663699961937,12.0,311.0,10000.0,1000
157,157,0.04999557199971605,12.0,313.0,10000.0,1000
158,158,0.0502866710003218,12.0,315.0,10000.0,1000
159,159,0.05055739999988873,12.0,317.0,10000.0,1000
160,160,0.05082176700034324,12.0,319.0,10000.0,1000
161,161,0.05109800599984737,12.0,321.0,10000.0,1000
162,162,0.05136834499990073,12.0,323.0,10000.0,1000
163,163,0.051640345999658166,12.0,325.0,10000.0,1000
164,164,0.05191930099954334,12.0,327.0,10000.0,1000
165,165,0.05219278599997779,12.0,329.0,10000.0,1000
166,166,0.052516175999699044,12.0,331.0,10000.0,1000
167,167,0.052817132999734895,12.0,333.0,10000.0,1000
168,168,0.05310119800014945,12.0,335.0,10000.0,1000
169,169,0.05342311499953212,12.0,337.0,10000.0,1000
170,170,0.053690357000050426,12.0,339.0,10000.0,1000
171,171,0.053956638000272505,12.0,341.0,10000.0,1000
172,172,0.05422560399983922,12.0,343.0,10000.0,1000
173,173,0.054487675999553176,12.0,345.0,10000.0,1000
174,174,0.054749908999838226,12.0,347.0,10000.0,1000
175,175,0.05511264500000834,12.0,349.0,10000.0,1000
176,176,0.05541303100017103,12.0,351.0,10000.0,1000
177,177,0.055673490000117454,12.0,353.0,10000.0,1000
178,178,0.05592840899953444,12.0,355.0,10000.0,1000
179,179,0.05618976000005205,12.0,357.0,10000.0,1000
180,180,0.05645411699970282,12.0,359.0,10000.0,1000
181,181,0.056719426000199746,12.0,361.0,10000.0,1000
182,182,0.056983653000315826,12.0,363.0,10000.0,1000
183,183,0.057271435000075144,12.0,365.0,10000.0,1000
184,184,0.05752978999953484,12.0,367.0,10000.0,1000
185,185,0.05779923699992651,12.0,369.0,10000.0,1000
186,186,0.05806253199989442,12.0,371.0,10000.0,1000
187,187,0.05832640799962974,12.0,373.0,10000.0,1000
188,188,0.05859010400035913,12.0,375.0,10000.0,1000
189,189,0.05885496199971385,12.0,377.0,10000.0,1000
190,190,0.059118838000358664,12.0,379.0,10000.0,1000
191,191,0.059382714000093983,12.0,381.0,10000.0,1000
192,192,0.05965997499970399,12.0,383.0,10000.0,1000
193,193,0.05992687700017996,12.0,385.0,10000.0,1000
194,194,0.060194710999894596,16.0,387.0,10000.0,1000
195,195,0.060468165000202134,16.0,389.0,10000.0,1000
196,196,0.060740527999769256,16.0,391.0,10000.0,1000
197,197,0.06100875199990696,16.0,393.0,10000.0,1000
198,198,0.06129089299975021,16.0,395.0,10000.0,1000
199,199,0.06155842600037431,16.0,397.0,10000.0,1000
200,200,0.061832612000216614,16.0,399.0,10000.0,1000
201,201,0.0621087310000803,16.0,401.0,10000.0,1000
202,202,0.06238770599975396,16.0,403.0,10000.0,1000
203,203,0.0626649380001254,16.0,405.0,10000.0,1000
204,204,0.06294595700001082,16.0,407.0,10000.0,1000
205,205,0.06323172500015062,16.0,409.0,10000.0,1000
206,206,0.06350461799956975,16.0,411.0,10000.0,1000
207,207,0.06378085800042754,16.0,413.0,10000.0,1000
208,208,0.0640522180001426,16.0,415.0,10000.0,1000
209,209,0.06434810599967022,16.0,417.0,10000.0,1000
210,210,0.06463908400019136,16.0,419.0,10000.0,1000
211,211,0.06492748700020456,16.0,421.0,10000.0,1000
212,212,0.06525464399965131,16.0,423.0,10000.0,1000
213,213,0.06553580299987516,16.0,425.0,10000.0,1000
214,214,0.06581188299969654,16.0,427.0,10000.0,1000
215,215,0.06609014599962393,16.0,429.0,10000.0,1000
216,216,0.06636592500035476,16.0,431.0,10000.0,1000
217,217,0.06663939999998547,16.0,433.0,10000.0,1000
218,218,0.06690738300039811,16.0,435.0,10000.0,1000
219,219,0.06717725100043026,16.0,437.0,10000.0,1000
220,220,0.06744453299961606,11.0,439.0,10000.0,1000
221,221,0.0677144009996482,11.0,441.0,10000.0,1000
222,222,0.0679930449996391,11.0,443.0,10000.0,1000
223,223,0.06827110900030675,11.0,445.0,10000.0,1000
224,224,0.06854971299981116,11.0,447.0,10000.0,1000
225,225,0.06883194399961212,11.0,449.0,10000.0,1000
226,226,0.06912918400030321,11.0,451.0,10000.0,1000
227,227,0.06942564200016932,11.0,453.0,10000.0,1000
228,228,0.06972409500031063,11.0,455.0,10000.0,1000
229,229,0.0700160650003454,11.0,457.0,10000.0,1000
230,230,0.07031674100016971,11.0,459.0,10000.0,1000
231,231,0.07059262999973726,11.0,461.0,10000.0,1000
232,232,0.0708684990004258,11.0,463.0,10000.0,1000
233,233,0.0711465419999513,11.0,465.0,10000.0,1000
234,234,0.07143416399958369,11.0,467.0,10000.0,1000
235,235,0.0717125479995957,11.0,469.0,10000.0,1000
236,236,0.07199339599992527,11.0,471.0,10000.0,1000
237,237,0.07226474700019025,11.0,473.0,10000.0,1000
238,238,0.07254142700003285,11.0,475.0,10000.0,1000
239,239,0.07285311499981617,11.0,477.0,10000.0,1000
240,240,0.073154493000402,11.0,479.0,10000.0,1000
241,241,0.07343551200028742,11.0,481.0,10000.0,1000
242,242,0.0737227729996448,11.0,483.0,10000.0,1000
243,243,0.07400109599984717,11.0,485.0,10000.0,1000
244,244,0.0742812540001978,11.0,487.0,10000.0,1000
245,245,0.07455863599989243,11.0,489.0,10000.0,1000
246,246,0.07486479300041537,11.0,491.0,10000.0,1000
247,247,0.07517302399992332,10.0,493.0,10000.0,1000
248,248,0.07546029500008444,10.0,495.0,10000.0,1000
249,249,0.07573894899996958,10.0,497.0,10000.0,1000
250,250,0.07602221199977066,10.0,499.0,10000.0,1000
251,251,0.07630606600014289,10.0,501.0,10000.0,1000
252,252,0.07658872800038807,9.0,503.0,10000.0,1000
253,253,0.07686601000023074,9.0,505.0,10000.0,1000
254,254,0.07717946100001427,9.0,507.0,10000.0,1000
255,255,0.07745772500038584,9.0,509.0,10000.0,1000
256,256,0.07774307199997565,9.0,511.0,10000.0,1000
257,257,0.07803479100039112,9.0,513.0,10000.0,1000
258,258,0.07832262299962167,9.0,515.0,10000.0,1000
259,259,0.07861026499995205,9.0,517.0,10000.0,1000
260,260,0.078890462000345,11.0,519.0,10000.0,1000
261,261,0.07917347500006144,11.0,521.0,10000.0,1000
262,262,0.07945454400032759,11.0,523.0,10000.0,1000
263,263,0.07972919100029685,11.0,525.0,10000.0,1000
264,264,0.08000275500035059,11.0,527.0,10000.0,1000
265,265,0.08027970599960099,11.0,529.0,10000.0,1000
266,266,0.08055131699984486,11.0,531.0,10000.0,1000
267,267,0.08082906999970874,11.0,533.0,10000.0,1000
268,268,0.08111739299965848,11.0,535.0,10000.0,1000
269,269,0.08139931299956515,11.0,537.0,10000.0,1000
270,270,0.08168871799989574,11.0,539.0,10000.0,1000
271,271,0.0819779829998879,11.0,541.0,10000.0,1000
272,272,0.08227331899979617,11.0,543.0,10000.0,1000
273,273,0.082573785999557,11.0,545.0,10000.0,1000
274,274,0.08287889100029133,11.0,547.0,10000.0,1000
275,275,0.08318177099954482,11.0,549.0,10000.0,1000
276,276,0.08348879000004672,11.0,551.0,10000.0,1000
277,277,0.08380173000023206,11.0,553.0,10000.0,1000
278,278,0.08411477099980402,11.0,555.0,10000.0,1000
279,279,0.08443887199973688,11.0,557.0,10000.0,1000
280,280,0.08474247399954038,11.0,559.0,10000.0,1000
281,281,0.08505245899959846,11.0,561.0,10000.0,1000
282,282,0.08536523800012219,11.0,563.0,10000.0,1000
283,283,0.08565644699956465,11.0,565.0,10000.0,1000
284,284,0.0859490780003398,11.0,567.0,10000.0,1000
285,285,0.08623772200007807,11.0,569.0,10000.0,1000
286,286,0.08652748700023949,11.0,571.0,10000.0,1000
287,287,0.08682062899970333,11.0,573.0,10000.0,1000
288,288,0.08711218799999187,11.0,575.0,10000.0,1000
289,289,0.08740171400040708,11.0,577.0,10000.0,1000
290,290,0.0876900260000184,11.0,579.0,10000.0,1000
291,291,0.08797260800020013,11.0,581.0,10000.0,1000
292,292,0.08826071099974797,11.0,583.0,10000.0,1000
293,293,0.08855055700041703,11.0,585.0,10000.0,1000
294,294,0.08884326800034614,11.0,587.0,10000.0,1000
295,295,0.08916708899960213,11.0,589.0,10000.0,1000
296,296,0.08946754499993403,11.0,591.0,10000.0,1000
297,297,0.0897667890003504,11.0,593.0,10000.0,1000
298,298,0.09006086299996241,11.0,595.0,10000.0,1000
299,299,0.09035451599993394,11.0,597.0,10000.0,1000
300,300,0.09065242700035014,11.0,599.0,10000.0,1000
301,301,0.09095203200013202,11.0,601.0,10000.0,1000
302,302,0.0912477290003153,11.0,603.0,10000.0,1000
303,303,0.0915468619996318,11.0,605.0,10000.0,1000
304,304,0.09183573599966621,11.0,607.0,10000.0,1000
305,305,0.09212816699982795,11.0,609.0,10000.0,1000
306,306,0.09241797300001053,11.0,611.0,10000.0,1000
307,307,0.09270925100008753,11.0,613.0,10000.0,1000
308,308,0.0930036959998688,11.0,615.0,10000.0,1000
309,309,0.09330365099958726,11.0,617.0,10000.0,1000
310,310,0.09360845599985623,11.0,619.0,10000.0,1000
311,311,0.0939067179997437,11.0,621.0,10000.0,1000
312,312,0.09420162300011725,11.0,623.0,10000.0,1000
313,313,0.09449191000021528,11.0,625.0,10000.0,1000
314,314,0.09478247700008069,11.0,627.0,10000.0,1000
315,315,0.09513627500018629,11.0,629.0,10000.0,1000
316,316,0.09544444600032875,11.0,631.0,10000.0,1000
317,317,0.09573902099964471,11.0,633.0,10000.0,1000
318,318,0.09603488900029333,11.0,635.0,10000.0,1000
319,319,0.09633238900005381,11.0,637.0,10000.0,1000
320,320,0.0966340080003647,11.0,639.0,10000.0,1000
321,321,0.09693328100001963,11.0,641.0,10000.0,1000
322,322,0.09723735500028852,11.0,643.0,10000.0,1000
323,323,0.09753863199966872,11.0,645.0,10000.0,1000
324,324,0.09783384799993655,11.0,647.0,10000.0,1000
325,325,0.0981238240001403,11.0,649.0,10000.0,1000
326,326,0.0984134999998787,11.0,651.0,10000.0,1000
327,327,0.09870296499957476,11.0,653.0,10000.0,1000
328,328,0.09899348199996894,11.0,655.0,10000.0,1000
329,329,0.09928925900021568,11.0,657.0,10000.0,1000
330,330,0.09958173999984865,11.0,659.0,10000.0,1000
331,331,0.09987549299967213,11.0,661.0,10000.0,1000
332,332,0.10016792399983387,11.0,663.0,10000.0,1000
333,333,0.10045774999980495,11.0,665.0,10000.0,1000
334,334,0.10074651400009316,11.0,667.0,10000.0,1000
335,335,0.10103857400008565,11.0,669.0,10000.0,1000
336,336,0.10136047099967982,11.0,671.0,10000.0,1000
337,337,0.10165318199960893,11.0,673.0,10000.0,1000
338,338,0.10195795700019517,11.0,675.0,10000.0,1000
339,339,0.10226061699995626,11.0,677.0,10000.0,1000
340,340,0.10255863899965334,11.0,679.0,10000.0,1000
341,341,0.10286681999969005,10.0,681.0,10000.0,1000
342,342,0.10317716499957896,9.0,683.0,10000.0,1000
343,343,0.10348908299965842,9.0,685.0,10000.0,1000
344,344,0.10379660299986426,9.0,687.0,10000.0,1000
345,345,0.10410372200021811,9.0,689.0,10000.0,1000
346,346,0.1044112010004028,9.0,691.0,10000.0,1000
347,347,0.10471693700037576,9.0,693.0,10000.0,1000
348,348,0.10502197200003138,9.0,695.0,10000.0,1000
349,349,0.10534051299964631,9.0,697.0,10000.0,1000
350,350,0.10565077800038125,9.0,699.0,10000.0,1000
351,351,0.10596301700024924,9.0,701.0,10000.0,1000
352,352,0.10627407300034974,9.0,703.0,10000.0,1000
353,353,0.10658949800017581,9.0,705.0,10000.0,1000
354,354,0.10690249900017079,9.0,707.0,10000.0,1000
355,355,0.10723798199978773,9.0,709.0,10000.0,1000
356,356,0.10757139100041968,9.0,711.0,10000.0,1000
357,357,0.10789560299963341,9.0,713.0,10000.0,1000
358,358,0.10822817099960957,9.0,715.0,10000.0,1000
359,359,0.10858234999977867,9.0,717.0,10000.0,1000
360,360,0.10892575799971382,9.0,719.0,10000.0,1000
361,361,0.109321025999634,9.0,721.0,10000.0,1000
362,362,0.10967659800007823,9.0,723.0,10000.0,1000
363,363,0.11000592999971559,9.0,725.0,10000.0,1000
364,364,0.11034582100000989,9.0,727.0,10000.0,1000
365,365,0.11068495200015604,9.0,729.0,10000.0,1000
366,366,0.11102591599956213,8.0,731.0,10000.0,1000
367,367,0.11137101700023777,8.0,733.0,10000.0,1000
368,368,0.111699717999727,8.0,735.0,10000.0,1000
369,369,0.11202725600014674,8.0,737.0,10000.0,1000
370,370,0.112356407000334,8.0,739.0,10000.0,1000
371,371,0.11267843499990704,8.0,741.0,10000.0,1000
372,372,0.11299789700024121,8.0,743.0,10000.0,1000
373,373,0.11334557400004996,8.0,745.0,10000.0,1000
374,374,0.11367007599983481,8.0,747.0,10000.0,1000
375,375,0.11398932799966133,8.0,749.0,10000.0,1000
376,376,0.11430361099974107,8.0,751.0,10000.0,1000
377,377,0.11461598999994749,8.0,753.0,10000.0,1000
378,378,0.11498148099963146,8.0,755.0,10000.0,1000
379,379,0.11531163400013611,8.0,757.0,10000.0,1000
380,380,0.11564563400042971,8.0,759.0,10000.0,1000
381,381,0.11598151900034281,8.0,761.0,10000.0,1000
382,382,0.11631502799991722,8.0,763.0,10000.0,1000
383,383,0.1166405220001252,8.0,765.0,10000.0,1000
384,384,0.11697404200003803,8.0,767.0,10000.0,1000
385,385,0.11732283099991037,8.0,769.0,10000.0,1000
386,386,0.11765344499963248,8.0,771.0,10000.0,1000
387,387,0.11799034100022254,8.0,773.0,10000.0,1000
388,388,0.11833378899973468,8.0,775.0,10000.0,1000
389,389,0.11867121599971142,8.0,777.0,10000.0,1000
390,390,0.11900670999966678,8.0,779.0,10000.0,1000
391,391,0.11935039899981348,8.0,781.0,10000.0,1000
392,392,0.11969494900040445,8.0,783.0,10000.0,1000
393,393,0.12003887900027621,8.0,785.0,10000.0,1000
394,394,0.12038052400021115,8.0,787.0,10000.0,1000
395,395,0.1207089139998061,8.0,789.0,10000.0,1000
396,396,0.12103461799961224,10.0,791.0,10000.0,1000
397,397,0.12142086899984861,10.0,793.0,10000.0,1000
398,398,0.12177050999980565,10.0,795.0,10000.0,1000
399,399,0.122118536999551,10.0,797.0,10000.0,1000
400,400,0.12246909900022729,10.0,799.0,10000.0,1000
401,401,0.12283176500022819,10.0,801.0,10000.0,1000
402,402,0.1231967949997852,10.0,803.0,10000.0,1000
403,403,0.12355378899974312,10.0,805.0,10000.0,1000
404,404,0.12392333800016786,10.0,807.0,10000.0,1000
405,405,0.12428257699957612,10.0,809.0,10000.0,1000
406,406,0.12466661300004489,10.0,811.0,10000.0,1000
407,407,0.1250356210002792,10.0,813.0,10000.0,1000
408,408,0.12541220299954148,10.0,815.0,10000.0,1000
409,409,0.12577255399992282,10.0,817.0,10000.0,1000
410,410,0.1261189180004294,10.0,819.0,10000.0,1000
411,411,0.12647225599994272,10.0,821.0,10000.0,1000
412,412,0.12681134600006772,10.0,823.0,10000.0,1000
413,413,0.1271454569996422,10.0,825.0,10000.0,1000
414,414,0.127481581000211,10.0,827.0,10000.0,1000
415,415,0.12782287600020936,10.0,829.0,10000.0,1000
416,416,0.12815712700012227,10.0,831.0,10000.0,1000
417,417,0.12850000399976125,10.0,833.0,10000.0,1000
418,418,0.12884544699954859,10.0,835.0,10000.0,1000
419,419,0.12923166699965805,10.0,837.0,10000.0,1000
420,420,0.12963476999993873,10.0,839.0,10000.0,1000
421,421,0.13006381299965142,10.0,841.0,10000.0,1000
422,422,0.1304841490000399,10.0,843.0,10000.0,1000
423,423,0.13090576800004783,10.0,845.0,10000.0,1000
424,424,0.13133092299995042,10.0,847.0,10000.0,1000
425,425,0.13182486099958624,10.0,849.0,10000.0,1000
426,426,0.1322924369997054,10.0,851.0,10000.0,1000
427,427,0.13274202899992815,10.0,853.0,10000.0,1000
428,428,0.1332015810003213,10.0,855.0,10000.0,1000
429,429,0.1336382279996542,10.0,857.0,10000.0,1000
430,430,0.13403580100020918,10.0,859.0,10000.0,1000
431,431,0.13442452599974786,10.0,861.0,10000.0,1000
432,432,0.13482522399954178,10.0,863.0,10000.0,1000
433,433,0.1353723230004107,10.0,865.0,10000.0,1000
434,434,0.1357711279997602,10.0,867.0,10000.0,1000
435,435,0.13615698800003884,10.0,869.0,10000.0,1000
436,436,0.1365755110000464,10.0,871.0,10000.0,1000
437,437,0.136952814000324,10.0,873.0,10000.0,1000
438,438,0.1373491340000328,10.0,875.0,10000.0,1000
439,439,0.1377461250003762,10.0,877.0,10000.0,1000
440,440,0.13815349699962098,10.0,879.0,10000.0,1000
441,441,0.13856092799960606,10.0,881.0,10000.0,1000
442,442,0.1389657839999927,10.0,883.0,10000.0,1000
443,443,0.139361192999786,10.0,885.0,10000.0,1000
444,444,0.13975461700010783,7.0,887.0,10000.0,1000
445,445,0.1401555760003248,7.0,889.0,10000.0,1000
446,446,0.14054989200030832,7.0,891.0,10000.0,1000
447,447,0.14091562300018268,7.0,893.0,10000.0,1000
448,448,0.1413165920002939,7.0,895.0,10000.0,1000
449,449,0.14169830399987404,7.0,897.0,10000.0,1000
450,450,0.14206904500042583,7.0,899.0,10000.0,1000
451,451,0.1424307190000036,7.0,901.0,10000.0,1000
452,452,0.14279435600019497,7.0,903.0,10000.0,1000
453,453,0.14314972699958162,7.0,905.0,10000.0,1000
454,454,0.14351480799996352,7.0,907.0,10000.0,1000
455,455,0.14385565100019448,7.0,909.0,10000.0,1000
456,456,0.14420071299991832,7.0,911.0,10000.0,1000
457,457,0.1445516960002351,7.0,913.0,10000.0,1000
458,458,0.14489795000008598,7.0,915.0,10000.0,1000
459,459,0.1452763560000676,7.0,917.0,10000.0,1000
460,460,0.14564253800017468,7.0,919.0,10000.0,1000
461,461,0.1459950239996033,7.0,921.0,10000.0,1000
462,462,0.146349513000132,7.0,923.0,10000.0,1000
463,463,0.1467126500001541,7.0,925.0,10000.0,1000
464,464,0.14705577800032188,7.0,927.0,10000.0,1000
465,465,0.1473966109997491,7.0,929.0,10000.0,1000
466,466,0.1477418630001921,8.0,931.0,10000.0,1000
467,467,0.1480860430001485,8.0,933.0,10000.0,1000
468,468,0.14843043400014722,8.0,935.0,10000.0,1000
469,469,0.14875685999959387,8.0,937.0,10000.0,1000
470,470,0.14908243399986532,8.0,939.0,10000.0,1000
471,471,0.14942207500007498,8.0,941.0,10000.0,1000
472,472,0.1497506859996065,8.0,943.0,10000.0,1000
473,473,0.1500826319997941,8.0,945.0,10000.0,1000
474,474,0.15042611100034264,9.0,947.0,10000.0,1000
475,475,0.15077407799981302,9.0,949.0,10000.0,1000
476,476,0.15111454100042465,9.0,951.0,10000.0,1000
477,477,0.15146122599981027,9.0,953.0,10000.0,1000
478,478,0.1518092930000421,9.0,955.0,10000.0,1000
479,479,0.15215284199985035,9.0,957.0,10000.0,1000
480,480,0.15248393700039742,9.0,959.0,10000.0,1000
