Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters,group_number,run_number,problem_size,max_iterations,max_attempts,population_size,keep_percent
0,0.011337984999954642,11.0,100.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
1,0.5145939710000675,18.0,202.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
2,1.0386988919999567,18.0,303.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
3,1.3676828710003974,18.0,404.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
4,1.711926511999991,19.0,506.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
5,2.0421767450006882,19.0,607.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
6,2.345671973000208,19.0,708.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
7,2.6825981930005582,19.0,809.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
8,3.1248970599999666,19.0,910.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
9,3.5329931250007576,19.0,1011.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
10,3.898596025000188,19.0,1112.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
11,4.227502366000408,20.0,1214.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
12,4.5187100520006425,20.0,1315.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
13,4.771070237999993,26.0,1417.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
14,5.069856998999967,27.0,1519.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
15,5.888687837999896,27.0,1620.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
16,6.652830886000629,28.0,1722.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
17,7.330817392999961,28.0,1823.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
18,7.925839436999922,29.0,1925.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
19,8.74690250599997,29.0,2026.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
20,9.499108224000338,29.0,2127.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
21,10.135762832000182,29.0,2228.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
22,10.802554894000423,29.0,2329.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
23,11.608957100000225,29.0,2430.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
24,11.859226049999961,29.0,2531.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
25,12.190471201000037,29.0,2632.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
26,12.85581454200019,29.0,2733.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
27,13.474948789000337,29.0,2834.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
28,14.42792856699998,29.0,2935.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
29,15.263822982999955,29.0,3036.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
30,15.950326404000407,29.0,3137.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
31,16.80577102799998,29.0,3238.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
32,17.659178697000243,29.0,3339.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
33,18.415085729000566,29.0,3440.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
34,19.04923320100079,29.0,3541.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
35,19.905275613000413,29.0,3642.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
36,20.72608765700079,29.0,3743.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
37,21.34380421900005,29.0,3844.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
38,22.093980600000577,29.0,3945.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
39,22.82519326200054,29.0,4046.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
40,23.514859720999993,29.0,4147.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
41,24.11537146000046,29.0,4248.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
42,24.955909162000353,29.0,4349.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
43,25.698108241000227,29.0,4450.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
44,26.352195623000625,29.0,4551.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
45,27.012049613000272,29.0,4652.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
46,27.8155376550003,29.0,4753.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
47,28.5718280760002,29.0,4854.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
48,29.21482755500074,29.0,4955.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
49,29.943999412000267,29.0,5056.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
50,30.7049299170003,29.0,5157.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
51,31.43728954300059,29.0,5258.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
52,32.03989753299993,29.0,5359.0,True,100,0.25,100000,0,0,500,100000.0,100,100,0.25
