,Iteration,Fitness,FEvals,Time,State,schedule_type,schedule_init_temp,schedule_decay,schedule_min_temp,schedule_current_value,Temperature,max_iters
0,0,1400.9252885718133,0,0.0001372400001855567,"[4, 1, 5, 0, 7, 2, 3, 6, 9, 8]",geometric,10000.0,0.99,0.001,9999.986206928568,10000.0,10000
1,10000,697.6207496030206,2344,0.5739350629992259,"[3, 7, 5, 9, 1, 4, 8, 0, 2, 6]",geometric,10000.0,0.99,0.001,9942.483642146097,10000.0,10000
