,Iteration,Time,Fitness,FEvals,Temperature,max_iters
0,0,5.80420000000359e-05,1400.9252885718133,0.0,10000.0,10
1,1,0.001819167000000066,1576.169800708842,2.0,10000.0,10
2,2,0.0018592920000000124,1509.9942033380246,4.0,10000.0,10
3,3,0.0018960839999999646,1582.1686719125296,6.0,10000.0,10
4,4,0.001931000000000127,1649.6139342757792,8.0,10000.0,10
5,5,0.001964041999999999,1549.534289992581,10.0,10000.0,10
6,6,0.00199637500000005,1511.5531920714209,12.0,10000.0,10
7,7,0.0020289170000000745,1483.8591092923687,14.0,10000.0,10
8,8,0.0020617499999999733,1528.0541761244067,16.0,10000.0,10
9,9,0.0020930000000001225,1499.1355363522869,18.0,10000.0,10
10,10,0.0021243340000001165,1321.3260666265962,20.0,10000.0,10
