Restarts,max_iters,problem_size,t_pct,max_attempts,run_number,group_timestamp,total_runtime,optimal_fitness,max_fitness,total_iterations,max_fevals
50,10000,10,0.4,50,0,1719001731,2.151924666017294,15.0,15.0,157,4721.0
50,10000,10,0.4,50,1,1719001731,2.417925624991767,15.0,15.0,157,4721.0
50,10000,10,0.4,50,2,1719001731,2.308767499984242,15.0,15.0,157,4721.0
50,10000,30,0.4,150,0,1719001739,66.77845074998913,47.0,30.0,927,28923.0
50,10000,30,0.4,150,1,1719001739,57.31966854201164,47.0,30.0,927,28923.0
50,10000,30,0.4,150,2,1719001739,68.21400670800358,47.0,30.0,927,28923.0
50,10000,50,0.4,250,0,1719001933,452.53277429100126,79.0,50.0,2170,72772.0
50,10000,50,0.4,250,1,1719001933,398.9219748750038,79.0,50.0,2170,72772.0
50,10000,50,0.4,250,2,1719001933,420.06745499998215,79.0,50.0,2170,72772.0
