Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters,group_number,run_number,problem_size,max_iterations,max_attempts,population_size,keep_percent
0,0.0030867919999999494,5.0,100.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
1,0.023163459000000053,14.0,202.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
2,0.04073166700000019,14.0,303.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
3,0.057541000000000064,14.0,404.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
4,0.07382137500000008,16.0,506.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
5,0.09022875000000008,16.0,607.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
6,0.10593012499999999,16.0,708.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
7,0.12205641700000003,17.0,810.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
8,0.13733170900000014,17.0,911.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
9,0.15187950000000017,17.0,1012.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
10,0.16605066699999993,17.0,1113.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
11,0.18273645900000002,112.0,1215.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
12,0.19843612500000019,112.0,1316.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
13,0.21414579200000006,112.0,1417.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
14,0.23149062500000017,112.0,1518.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
15,0.2462309170000001,113.0,1620.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
16,0.26530816700000015,113.0,1721.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
17,0.2845277500000001,113.0,1822.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
18,0.30491133400000026,113.0,1923.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
19,0.32566420900000015,113.0,2024.0,True,100,0.5,1000000000,0,0,100,1000000000.0,100,100,0.5
