Iteration,Time,Fitness,FEvals,Population Size,Mutation Rate,max_iters,group_number,run_number,problem_size,max_iterations,max_attempts,population_size,mutation_rate
40,0.3991195020007581,827.1167868429195,4149.0,100,0.5,1000,1,4,10,1000,100,100,0.5
41,0.4080909229996905,827.1167868429195,4250.0,100,0.5,1000,1,4,10,1000,100,100,0.5
42,0.4172558200007188,827.1167868429195,4351.0,100,0.5,1000,1,4,10,1000,100,100,0.5
43,0.4262765280000167,827.1167868429195,4452.0,100,0.5,1000,1,4,10,1000,100,100,0.5
44,0.4352823660010472,827.1167868429195,4553.0,100,0.5,1000,1,4,10,1000,100,100,0.5
45,0.44421878899993317,827.1167868429195,4654.0,100,0.5,1000,1,4,10,1000,100,100,0.5
46,0.4531562459997076,827.1167868429195,4755.0,100,0.5,1000,1,4,10,1000,100,100,0.5
47,0.4621269960007339,827.1167868429195,4856.0,100,0.5,1000,1,4,10,1000,100,100,0.5
48,0.47099603800052137,827.1167868429195,4957.0,100,0.5,1000,1,4,10,1000,100,100,0.5
49,0.4801783900002192,827.1167868429195,5058.0,100,0.5,1000,1,4,10,1000,100,100,0.5
50,0.4892889610000566,827.1167868429195,5159.0,100,0.5,1000,1,4,10,1000,100,100,0.5
51,0.49857229799999914,827.1167868429195,5260.0,100,0.5,1000,1,4,10,1000,100,100,0.5
52,0.5076214100008656,827.1167868429195,5361.0,100,0.5,1000,1,4,10,1000,100,100,0.5
53,0.5171579170000768,827.1167868429195,5462.0,100,0.5,1000,1,4,10,1000,100,100,0.5
54,0.5266100219996588,827.1167868429195,5563.0,100,0.5,1000,1,4,10,1000,100,100,0.5
55,0.5361807360004605,827.1167868429195,5664.0,100,0.5,1000,1,4,10,1000,100,100,0.5
56,0.5455369040009828,827.1167868429195,5765.0,100,0.5,1000,1,4,10,1000,100,100,0.5
57,0.555393863000063,827.1167868429195,5866.0,100,0.5,1000,1,4,10,1000,100,100,0.5
58,0.5647075480010244,827.1167868429195,5967.0,100,0.5,1000,1,4,10,1000,100,100,0.5
59,0.5739822579998872,827.1167868429195,6068.0,100,0.5,1000,1,4,10,1000,100,100,0.5
60,0.5831575650008745,827.1167868429195,6169.0,100,0.5,1000,1,4,10,1000,100,100,0.5
61,0.5923419999999169,827.1167868429195,6270.0,100,0.5,1000,1,4,10,1000,100,100,0.5
62,0.6015081099994859,827.1167868429195,6371.0,100,0.5,1000,1,4,10,1000,100,100,0.5
63,0.6106237410003814,827.1167868429195,6472.0,100,0.5,1000,1,4,10,1000,100,100,0.5
64,0.620130090001112,827.1167868429195,6573.0,100,0.5,1000,1,4,10,1000,100,100,0.5
65,0.6298284120002791,827.1167868429195,6674.0,100,0.5,1000,1,4,10,1000,100,100,0.5
66,0.6391430389994639,827.1167868429195,6775.0,100,0.5,1000,1,4,10,1000,100,100,0.5
67,0.6483719000007113,827.1167868429195,6876.0,100,0.5,1000,1,4,10,1000,100,100,0.5
68,0.657362539001042,827.1167868429195,6977.0,100,0.5,1000,1,4,10,1000,100,100,0.5
69,0.6663069280002674,827.1167868429195,7078.0,100,0.5,1000,1,4,10,1000,100,100,0.5
70,0.6751310439994995,827.1167868429195,7179.0,100,0.5,1000,1,4,10,1000,100,100,0.5
71,0.6839151719996153,827.1167868429195,7280.0,100,0.5,1000,1,4,10,1000,100,100,0.5
72,0.6927013040003658,827.1167868429195,7381.0,100,0.5,1000,1,4,10,1000,100,100,0.5
73,0.701478359000248,827.1167868429195,7482.0,100,0.5,1000,1,4,10,1000,100,100,0.5
74,0.7102211170004011,827.1167868429195,7583.0,100,0.5,1000,1,4,10,1000,100,100,0.5
75,0.7190807520000817,827.1167868429195,7684.0,100,0.5,1000,1,4,10,1000,100,100,0.5
76,0.7280150820006384,827.1167868429195,7785.0,100,0.5,1000,1,4,10,1000,100,100,0.5
77,0.7369241819997114,827.1167868429195,7886.0,100,0.5,1000,1,4,10,1000,100,100,0.5
78,0.7459152419996826,827.1167868429195,7987.0,100,0.5,1000,1,4,10,1000,100,100,0.5
79,0.7553054159998283,827.1167868429195,8088.0,100,0.5,1000,1,4,10,1000,100,100,0.5
80,0.76495991199954,827.1167868429195,8189.0,100,0.5,1000,1,4,10,1000,100,100,0.5
81,0.7744428570003947,827.1167868429195,8290.0,100,0.5,1000,1,4,10,1000,100,100,0.5
82,0.7838730879993818,827.1167868429195,8391.0,100,0.5,1000,1,4,10,1000,100,100,0.5
83,0.7934095460004755,827.1167868429195,8492.0,100,0.5,1000,1,4,10,1000,100,100,0.5
84,0.8026387980007712,827.1167868429195,8593.0,100,0.5,1000,1,4,10,1000,100,100,0.5
85,0.8119360319997213,827.1167868429195,8694.0,100,0.5,1000,1,4,10,1000,100,100,0.5
86,0.8210697190006613,827.1167868429195,8795.0,100,0.5,1000,1,4,10,1000,100,100,0.5
87,0.8301255250007671,827.1167868429195,8896.0,100,0.5,1000,1,4,10,1000,100,100,0.5
88,0.839443699000185,827.1167868429195,8997.0,100,0.5,1000,1,4,10,1000,100,100,0.5
89,0.848490567999761,827.1167868429195,9098.0,100,0.5,1000,1,4,10,1000,100,100,0.5
90,0.8581654940007866,827.1167868429195,9199.0,100,0.5,1000,1,4,10,1000,100,100,0.5
91,0.8670252800002345,827.1167868429195,9300.0,100,0.5,1000,1,4,10,1000,100,100,0.5
92,0.876409833001162,827.1167868429195,9401.0,100,0.5,1000,1,4,10,1000,100,100,0.5
93,0.8855564139994385,827.1167868429195,9502.0,100,0.5,1000,1,4,10,1000,100,100,0.5
94,0.8947459499995603,827.1167868429195,9603.0,100,0.5,1000,1,4,10,1000,100,100,0.5
95,0.9035306500009028,827.1167868429195,9704.0,100,0.5,1000,1,4,10,1000,100,100,0.5
96,0.9124096529994858,827.1167868429195,9805.0,100,0.5,1000,1,4,10,1000,100,100,0.5
97,0.921182840000256,827.1167868429195,9906.0,100,0.5,1000,1,4,10,1000,100,100,0.5
98,0.9299736909997591,827.1167868429195,10007.0,100,0.5,1000,1,4,10,1000,100,100,0.5
99,0.9387619179997273,827.1167868429195,10108.0,100,0.5,1000,1,4,10,1000,100,100,0.5
100,0.9474585970001499,827.1167868429195,10209.0,100,0.5,1000,1,4,10,1000,100,100,0.5
101,0.9562923020002927,827.1167868429195,10310.0,100,0.5,1000,1,4,10,1000,100,100,0.5
102,0.9650691959996038,827.1167868429195,10411.0,100,0.5,1000,1,4,10,1000,100,100,0.5
103,0.9739742599995225,827.1167868429195,10512.0,100,0.5,1000,1,4,10,1000,100,100,0.5
104,0.9827977850000025,827.1167868429195,10613.0,100,0.5,1000,1,4,10,1000,100,100,0.5
105,0.9915751400003501,827.1167868429195,10714.0,100,0.5,1000,1,4,10,1000,100,100,0.5
106,1.0004138349995628,827.1167868429195,10815.0,100,0.5,1000,1,4,10,1000,100,100,0.5
107,1.0092220300011832,827.1167868429195,10916.0,100,0.5,1000,1,4,10,1000,100,100,0.5
108,1.0180723779994878,827.1167868429195,11017.0,100,0.5,1000,1,4,10,1000,100,100,0.5
109,1.026864833000218,827.1167868429195,11118.0,100,0.5,1000,1,4,10,1000,100,100,0.5
110,1.0355926219999674,827.1167868429195,11219.0,100,0.5,1000,1,4,10,1000,100,100,0.5
111,1.0443205709998438,827.1167868429195,11320.0,100,0.5,1000,1,4,10,1000,100,100,0.5
112,1.0530364780006494,827.1167868429195,11421.0,100,0.5,1000,1,4,10,1000,100,100,0.5
113,1.0617915100010578,827.1167868429195,11522.0,100,0.5,1000,1,4,10,1000,100,100,0.5
114,1.070605737000733,827.1167868429195,11623.0,100,0.5,1000,1,4,10,1000,100,100,0.5
115,1.0794157460004499,827.1167868429195,11724.0,100,0.5,1000,1,4,10,1000,100,100,0.5
116,1.0882038420004392,827.1167868429195,11825.0,100,0.5,1000,1,4,10,1000,100,100,0.5
117,1.0969634630000655,827.1167868429195,11926.0,100,0.5,1000,1,4,10,1000,100,100,0.5
118,1.105743744999927,827.1167868429195,12027.0,100,0.5,1000,1,4,10,1000,100,100,0.5
119,1.114588239999648,827.1167868429195,12128.0,100,0.5,1000,1,4,10,1000,100,100,0.5
120,1.1233713170004194,827.1167868429195,12229.0,100,0.5,1000,1,4,10,1000,100,100,0.5
121,1.1321849430005386,827.1167868429195,12330.0,100,0.5,1000,1,4,10,1000,100,100,0.5
122,1.1409338930006925,827.1167868429195,12431.0,100,0.5,1000,1,4,10,1000,100,100,0.5
123,1.14960309900016,827.1167868429195,12532.0,100,0.5,1000,1,4,10,1000,100,100,0.5
124,1.158375614999386,827.1167868429195,12633.0,100,0.5,1000,1,4,10,1000,100,100,0.5
125,1.1670952189997479,827.1167868429195,12734.0,100,0.5,1000,1,4,10,1000,100,100,0.5
126,1.1757117619999917,827.1167868429195,12835.0,100,0.5,1000,1,4,10,1000,100,100,0.5
127,1.1844029210005829,827.1167868429195,12936.0,100,0.5,1000,1,4,10,1000,100,100,0.5
128,1.1931673910003155,827.1167868429195,13037.0,100,0.5,1000,1,4,10,1000,100,100,0.5
129,1.201934988001085,827.1167868429195,13138.0,100,0.5,1000,1,4,10,1000,100,100,0.5
130,1.2107189369999105,827.1167868429195,13239.0,100,0.5,1000,1,4,10,1000,100,100,0.5
131,1.219545466999989,827.1167868429195,13340.0,100,0.5,1000,1,4,10,1000,100,100,0.5
132,1.2283333529994707,827.1167868429195,13441.0,100,0.5,1000,1,4,10,1000,100,100,0.5
133,1.237291630000982,827.1167868429195,13542.0,100,0.5,1000,1,4,10,1000,100,100,0.5
134,1.2463516740008345,827.1167868429195,13643.0,100,0.5,1000,1,4,10,1000,100,100,0.5
135,1.2552960430002713,827.1167868429195,13744.0,100,0.5,1000,1,4,10,1000,100,100,0.5
136,1.2640630990008503,827.1167868429195,13845.0,100,0.5,1000,1,4,10,1000,100,100,0.5
137,1.2728946790011832,827.1167868429195,13946.0,100,0.5,1000,1,4,10,1000,100,100,0.5
138,1.281697513999461,827.1167868429195,14047.0,100,0.5,1000,1,4,10,1000,100,100,0.5
139,1.290452365999954,827.1167868429195,14148.0,100,0.5,1000,1,4,10,1000,100,100,0.5
0,0.0029929749998700572,1400.9252885718133,100.0,100,0.5,1000,1,5,10,1000,100,100,0.5
1,0.01419622599860304,919.6967335750667,202.0,100,0.5,1000,1,5,10,1000,100,100,0.5
2,0.022873998999784817,870.3292753042203,304.0,100,0.5,1000,1,5,10,1000,100,100,0.5
3,0.03144837099898723,870.3292753042203,405.0,100,0.5,1000,1,5,10,1000,100,100,0.5
4,0.04021542699956626,870.3292753042203,506.0,100,0.5,1000,1,5,10,1000,100,100,0.5
5,0.049063208998632035,855.5059499048518,608.0,100,0.5,1000,1,5,10,1000,100,100,0.5
6,0.05816498300009698,855.5059499048518,709.0,100,0.5,1000,1,5,10,1000,100,100,0.5
7,0.06714309800008778,697.6207496030206,811.0,100,0.5,1000,1,5,10,1000,100,100,0.5
8,0.07628200499857485,697.6207496030206,912.0,100,0.5,1000,1,5,10,1000,100,100,0.5
9,0.08611961799942947,697.6207496030206,1013.0,100,0.5,1000,1,5,10,1000,100,100,0.5
10,0.09625434599911387,684.5703936963318,1115.0,100,0.5,1000,1,5,10,1000,100,100,0.5
11,0.10600025999883655,684.5703936963318,1216.0,100,0.5,1000,1,5,10,1000,100,100,0.5
12,0.11604524399990623,684.5703936963318,1317.0,100,0.5,1000,1,5,10,1000,100,100,0.5
13,0.12527061899891123,684.5703936963318,1418.0,100,0.5,1000,1,5,10,1000,100,100,0.5
14,0.13522881499920913,684.5703936963318,1519.0,100,0.5,1000,1,5,10,1000,100,100,0.5
15,0.14465073099927395,684.5703936963318,1620.0,100,0.5,1000,1,5,10,1000,100,100,0.5
16,0.15433027699873492,684.5703936963318,1721.0,100,0.5,1000,1,5,10,1000,100,100,0.5
17,0.1636047559986764,684.5703936963318,1822.0,100,0.5,1000,1,5,10,1000,100,100,0.5
18,0.17329006299951288,684.5703936963318,1923.0,100,0.5,1000,1,5,10,1000,100,100,0.5
19,0.18277311699966958,684.5703936963318,2024.0,100,0.5,1000,1,5,10,1000,100,100,0.5
20,0.19275704299980134,684.5703936963318,2125.0,100,0.5,1000,1,5,10,1000,100,100,0.5
21,0.2021155459988222,684.5703936963318,2226.0,100,0.5,1000,1,5,10,1000,100,100,0.5
22,0.21159040400016238,684.5703936963318,2327.0,100,0.5,1000,1,5,10,1000,100,100,0.5
23,0.2208658959989407,684.5703936963318,2428.0,100,0.5,1000,1,5,10,1000,100,100,0.5
24,0.23002393999922788,684.5703936963318,2529.0,100,0.5,1000,1,5,10,1000,100,100,0.5
25,0.23959314199964865,684.5703936963318,2630.0,100,0.5,1000,1,5,10,1000,100,100,0.5
26,0.24905083699923125,684.5703936963318,2731.0,100,0.5,1000,1,5,10,1000,100,100,0.5
27,0.2583205880000605,684.5703936963318,2832.0,100,0.5,1000,1,5,10,1000,100,100,0.5
28,0.26754572199934046,684.5703936963318,2933.0,100,0.5,1000,1,5,10,1000,100,100,0.5
29,0.27663556299921765,684.5703936963318,3034.0,100,0.5,1000,1,5,10,1000,100,100,0.5
30,0.28571623700008786,684.5703936963318,3135.0,100,0.5,1000,1,5,10,1000,100,100,0.5
31,0.2948823569986416,684.5703936963318,3236.0,100,0.5,1000,1,5,10,1000,100,100,0.5
32,0.30394657899887534,684.5703936963318,3337.0,100,0.5,1000,1,5,10,1000,100,100,0.5
33,0.3130393659994297,684.5703936963318,3438.0,100,0.5,1000,1,5,10,1000,100,100,0.5
34,0.32213017999856675,684.5703936963318,3539.0,100,0.5,1000,1,5,10,1000,100,100,0.5
35,0.3312090499985061,684.5703936963318,3640.0,100,0.5,1000,1,5,10,1000,100,100,0.5
36,0.3402617299998383,684.5703936963318,3741.0,100,0.5,1000,1,5,10,1000,100,100,0.5
37,0.34927886100012984,684.5703936963318,3842.0,100,0.5,1000,1,5,10,1000,100,100,0.5
38,0.35834848299964506,684.5703936963318,3943.0,100,0.5,1000,1,5,10,1000,100,100,0.5
39,0.3673982469990733,684.5703936963318,4044.0,100,0.5,1000,1,5,10,1000,100,100,0.5
40,0.3763705809997191,684.5703936963318,4145.0,100,0.5,1000,1,5,10,1000,100,100,0.5
41,0.3853610199985269,684.5703936963318,4246.0,100,0.5,1000,1,5,10,1000,100,100,0.5
42,0.39434664899999916,684.5703936963318,4347.0,100,0.5,1000,1,5,10,1000,100,100,0.5
43,0.4033195739993971,684.5703936963318,4448.0,100,0.5,1000,1,5,10,1000,100,100,0.5
44,0.41237057099897356,684.5703936963318,4549.0,100,0.5,1000,1,5,10,1000,100,100,0.5
45,0.42133390799972403,684.5703936963318,4650.0,100,0.5,1000,1,5,10,1000,100,100,0.5
46,0.4304128679996211,684.5703936963318,4751.0,100,0.5,1000,1,5,10,1000,100,100,0.5
47,0.4404936129994894,684.5703936963318,4852.0,100,0.5,1000,1,5,10,1000,100,100,0.5
48,0.44963516499956313,684.5703936963318,4953.0,100,0.5,1000,1,5,10,1000,100,100,0.5
49,0.4587622889994236,684.5703936963318,5054.0,100,0.5,1000,1,5,10,1000,100,100,0.5
50,0.4678005009991466,684.5703936963318,5155.0,100,0.5,1000,1,5,10,1000,100,100,0.5
51,0.4767666640000243,684.5703936963318,5256.0,100,0.5,1000,1,5,10,1000,100,100,0.5
52,0.4857077870001376,684.5703936963318,5357.0,100,0.5,1000,1,5,10,1000,100,100,0.5
53,0.49473284399937256,684.5703936963318,5458.0,100,0.5,1000,1,5,10,1000,100,100,0.5
54,0.5037431009986904,684.5703936963318,5559.0,100,0.5,1000,1,5,10,1000,100,100,0.5
55,0.5129757099985,684.5703936963318,5660.0,100,0.5,1000,1,5,10,1000,100,100,0.5
56,0.5221848129986029,684.5703936963318,5761.0,100,0.5,1000,1,5,10,1000,100,100,0.5
57,0.5314323410002544,684.5703936963318,5862.0,100,0.5,1000,1,5,10,1000,100,100,0.5
58,0.54077230799885,684.5703936963318,5963.0,100,0.5,1000,1,5,10,1000,100,100,0.5
59,0.5500167599984707,684.5703936963318,6064.0,100,0.5,1000,1,5,10,1000,100,100,0.5
60,0.5592300520002027,684.5703936963318,6165.0,100,0.5,1000,1,5,10,1000,100,100,0.5
61,0.5684555869993346,684.5703936963318,6266.0,100,0.5,1000,1,5,10,1000,100,100,0.5
62,0.5776895689996309,684.5703936963318,6367.0,100,0.5,1000,1,5,10,1000,100,100,0.5
63,0.586918009999863,684.5703936963318,6468.0,100,0.5,1000,1,5,10,1000,100,100,0.5
64,0.5965364769999724,684.5703936963318,6569.0,100,0.5,1000,1,5,10,1000,100,100,0.5
65,0.6063085629994021,684.5703936963318,6670.0,100,0.5,1000,1,5,10,1000,100,100,0.5
66,0.6165163629993913,684.5703936963318,6771.0,100,0.5,1000,1,5,10,1000,100,100,0.5
67,0.6267714149998938,684.5703936963318,6872.0,100,0.5,1000,1,5,10,1000,100,100,0.5
68,0.6373447049991228,684.5703936963318,6973.0,100,0.5,1000,1,5,10,1000,100,100,0.5
69,0.6474512789991422,684.5703936963318,7074.0,100,0.5,1000,1,5,10,1000,100,100,0.5
70,0.6576692389990058,684.5703936963318,7175.0,100,0.5,1000,1,5,10,1000,100,100,0.5
71,0.6672780979988602,684.5703936963318,7276.0,100,0.5,1000,1,5,10,1000,100,100,0.5
72,0.6773535819993413,684.5703936963318,7377.0,100,0.5,1000,1,5,10,1000,100,100,0.5
73,0.6872227659987402,684.5703936963318,7478.0,100,0.5,1000,1,5,10,1000,100,100,0.5
74,0.697189858999991,684.5703936963318,7579.0,100,0.5,1000,1,5,10,1000,100,100,0.5
75,0.7068021149989363,684.5703936963318,7680.0,100,0.5,1000,1,5,10,1000,100,100,0.5
76,0.716457503998754,684.5703936963318,7781.0,100,0.5,1000,1,5,10,1000,100,100,0.5
77,0.7260944569989078,684.5703936963318,7882.0,100,0.5,1000,1,5,10,1000,100,100,0.5
78,0.7356967229989095,684.5703936963318,7983.0,100,0.5,1000,1,5,10,1000,100,100,0.5
79,0.7450891219996265,684.5703936963318,8084.0,100,0.5,1000,1,5,10,1000,100,100,0.5
80,0.7548291349994543,684.5703936963318,8185.0,100,0.5,1000,1,5,10,1000,100,100,0.5
81,0.7645985549988836,684.5703936963318,8286.0,100,0.5,1000,1,5,10,1000,100,100,0.5
82,0.7746349939989159,684.5703936963318,8387.0,100,0.5,1000,1,5,10,1000,100,100,0.5
83,0.7839859119994799,684.5703936963318,8488.0,100,0.5,1000,1,5,10,1000,100,100,0.5
84,0.793429911000203,684.5703936963318,8589.0,100,0.5,1000,1,5,10,1000,100,100,0.5
85,0.8029571419992863,684.5703936963318,8690.0,100,0.5,1000,1,5,10,1000,100,100,0.5
86,0.8124066709988256,684.5703936963318,8791.0,100,0.5,1000,1,5,10,1000,100,100,0.5
87,0.8215227740001865,684.5703936963318,8892.0,100,0.5,1000,1,5,10,1000,100,100,0.5
88,0.8308661979990575,684.5703936963318,8993.0,100,0.5,1000,1,5,10,1000,100,100,0.5
89,0.8402721530001145,684.5703936963318,9094.0,100,0.5,1000,1,5,10,1000,100,100,0.5
90,0.849300335999942,684.5703936963318,9195.0,100,0.5,1000,1,5,10,1000,100,100,0.5
91,0.8585701669999253,684.5703936963318,9296.0,100,0.5,1000,1,5,10,1000,100,100,0.5
92,0.8684067269987281,684.5703936963318,9397.0,100,0.5,1000,1,5,10,1000,100,100,0.5
93,0.8779259019993333,684.5703936963318,9498.0,100,0.5,1000,1,5,10,1000,100,100,0.5
94,0.8869818989987834,684.5703936963318,9599.0,100,0.5,1000,1,5,10,1000,100,100,0.5
95,0.8962510579985974,684.5703936963318,9700.0,100,0.5,1000,1,5,10,1000,100,100,0.5
96,0.9052825669987214,684.5703936963318,9801.0,100,0.5,1000,1,5,10,1000,100,100,0.5
97,0.9146590250002191,684.5703936963318,9902.0,100,0.5,1000,1,5,10,1000,100,100,0.5
98,0.9236792929987132,684.5703936963318,10003.0,100,0.5,1000,1,5,10,1000,100,100,0.5
99,0.933084536000024,684.5703936963318,10104.0,100,0.5,1000,1,5,10,1000,100,100,0.5
100,0.9426269359992148,684.5703936963318,10205.0,100,0.5,1000,1,5,10,1000,100,100,0.5
101,0.9520459969990043,684.5703936963318,10306.0,100,0.5,1000,1,5,10,1000,100,100,0.5
102,0.9612143309987005,684.5703936963318,10407.0,100,0.5,1000,1,5,10,1000,100,100,0.5
103,0.9704422409995459,684.5703936963318,10508.0,100,0.5,1000,1,5,10,1000,100,100,0.5
104,0.9796928750001825,684.5703936963318,10609.0,100,0.5,1000,1,5,10,1000,100,100,0.5
105,0.9888565399996878,684.5703936963318,10710.0,100,0.5,1000,1,5,10,1000,100,100,0.5
106,0.9980955819992232,684.5703936963318,10811.0,100,0.5,1000,1,5,10,1000,100,100,0.5
107,1.0071897620000527,684.5703936963318,10912.0,100,0.5,1000,1,5,10,1000,100,100,0.5
108,1.0165678829998797,684.5703936963318,11013.0,100,0.5,1000,1,5,10,1000,100,100,0.5
109,1.0260996619999787,684.5703936963318,11114.0,100,0.5,1000,1,5,10,1000,100,100,0.5
110,1.0360678779998125,684.5703936963318,11215.0,100,0.5,1000,1,5,10,1000,100,100,0.5
0,0.003560615999958827,1298.551899183571,100.0,100,0.75,1000,2,6,10,1000,100,100,0.75
1,0.017748467998899287,956.2369216562597,202.0,100,0.75,1000,2,6,10,1000,100,100,0.75
2,0.027637759998469846,903.8113445833252,304.0,100,0.75,1000,2,6,10,1000,100,100,0.75
3,0.03686944699984451,902.4521997239239,406.0,100,0.75,1000,2,6,10,1000,100,100,0.75
4,0.04645450999851164,899.8987619136258,508.0,100,0.75,1000,2,6,10,1000,100,100,0.75
5,0.05614847399920109,899.8987619136258,609.0,100,0.75,1000,2,6,10,1000,100,100,0.75
6,0.06591989799926523,896.0131687101981,711.0,100,0.75,1000,2,6,10,1000,100,100,0.75
7,0.07514053399972909,884.4041452791281,813.0,100,0.75,1000,2,6,10,1000,100,100,0.75
8,0.08503753199875064,855.5166191474864,915.0,100,0.75,1000,2,6,10,1000,100,100,0.75
9,0.09443773599923588,855.5166191474864,1016.0,100,0.75,1000,2,6,10,1000,100,100,0.75
10,0.1039136059989687,855.5166191474864,1117.0,100,0.75,1000,2,6,10,1000,100,100,0.75
11,0.11315897999884328,855.5166191474864,1218.0,100,0.75,1000,2,6,10,1000,100,100,0.75
12,0.12255849199937074,851.6040364777871,1320.0,100,0.75,1000,2,6,10,1000,100,100,0.75
13,0.13179251399924397,835.201009795581,1422.0,100,0.75,1000,2,6,10,1000,100,100,0.75
14,0.141388427999118,835.201009795581,1523.0,100,0.75,1000,2,6,10,1000,100,100,0.75
15,0.15084619399931398,835.201009795581,1624.0,100,0.75,1000,2,6,10,1000,100,100,0.75
16,0.16024389299855102,828.8573792273235,1726.0,100,0.75,1000,2,6,10,1000,100,100,0.75
17,0.16964088099848595,828.8573792273235,1827.0,100,0.75,1000,2,6,10,1000,100,100,0.75
18,0.17891917799897783,828.8573792273235,1928.0,100,0.75,1000,2,6,10,1000,100,100,0.75
19,0.18879128799926548,828.8573792273235,2029.0,100,0.75,1000,2,6,10,1000,100,100,0.75
20,0.1981271669992566,828.8573792273235,2130.0,100,0.75,1000,2,6,10,1000,100,100,0.75
21,0.20769162999931723,828.8573792273235,2231.0,100,0.75,1000,2,6,10,1000,100,100,0.75
22,0.21701798999856692,828.8573792273235,2332.0,100,0.75,1000,2,6,10,1000,100,100,0.75
23,0.22659488699900976,828.8573792273235,2433.0,100,0.75,1000,2,6,10,1000,100,100,0.75
24,0.2358396099989477,802.9003041337147,2535.0,100,0.75,1000,2,6,10,1000,100,100,0.75
25,0.24544342899935145,797.2540599583265,2637.0,100,0.75,1000,2,6,10,1000,100,100,0.75
26,0.25467360299990105,797.2540599583265,2738.0,100,0.75,1000,2,6,10,1000,100,100,0.75
27,0.2641709159997845,797.2540599583265,2839.0,100,0.75,1000,2,6,10,1000,100,100,0.75
28,0.2734800929993071,797.2540599583265,2940.0,100,0.75,1000,2,6,10,1000,100,100,0.75
29,0.2832232419987122,797.2540599583265,3041.0,100,0.75,1000,2,6,10,1000,100,100,0.75
30,0.2932133899994369,797.2540599583265,3142.0,100,0.75,1000,2,6,10,1000,100,100,0.75
31,0.3033533389989316,797.2540599583265,3243.0,100,0.75,1000,2,6,10,1000,100,100,0.75
32,0.3129639019989554,797.2540599583265,3344.0,100,0.75,1000,2,6,10,1000,100,100,0.75
33,0.32265837699924305,797.2540599583265,3445.0,100,0.75,1000,2,6,10,1000,100,100,0.75
34,0.33215969699995185,797.2540599583265,3546.0,100,0.75,1000,2,6,10,1000,100,100,0.75
35,0.3417129079989536,797.2540599583265,3647.0,100,0.75,1000,2,6,10,1000,100,100,0.75
36,0.3513430379989586,797.2540599583265,3748.0,100,0.75,1000,2,6,10,1000,100,100,0.75
37,0.36083604199848196,797.2540599583265,3849.0,100,0.75,1000,2,6,10,1000,100,100,0.75
38,0.37031776399999217,797.2540599583265,3950.0,100,0.75,1000,2,6,10,1000,100,100,0.75
39,0.37983232099941233,797.2540599583265,4051.0,100,0.75,1000,2,6,10,1000,100,100,0.75
40,0.38970498199887516,797.2540599583265,4152.0,100,0.75,1000,2,6,10,1000,100,100,0.75
41,0.39904896699954406,797.2540599583265,4253.0,100,0.75,1000,2,6,10,1000,100,100,0.75
42,0.40819329599980847,797.2540599583265,4354.0,100,0.75,1000,2,6,10,1000,100,100,0.75
43,0.4172863639996649,797.2540599583265,4455.0,100,0.75,1000,2,6,10,1000,100,100,0.75
44,0.42634287100008805,797.2540599583265,4556.0,100,0.75,1000,2,6,10,1000,100,100,0.75
45,0.43533988399940426,797.2540599583265,4657.0,100,0.75,1000,2,6,10,1000,100,100,0.75
46,0.4444262999986677,797.2540599583265,4758.0,100,0.75,1000,2,6,10,1000,100,100,0.75
47,0.45345993299997644,797.2540599583265,4859.0,100,0.75,1000,2,6,10,1000,100,100,0.75
48,0.4626876229995105,797.2540599583265,4960.0,100,0.75,1000,2,6,10,1000,100,100,0.75
49,0.4719040709987894,797.2540599583265,5061.0,100,0.75,1000,2,6,10,1000,100,100,0.75
50,0.48101045499970496,797.2540599583265,5162.0,100,0.75,1000,2,6,10,1000,100,100,0.75
51,0.4904543239990744,797.2540599583265,5263.0,100,0.75,1000,2,6,10,1000,100,100,0.75
52,0.49957910400007677,797.2540599583265,5364.0,100,0.75,1000,2,6,10,1000,100,100,0.75
53,0.5087478899986309,797.2540599583265,5465.0,100,0.75,1000,2,6,10,1000,100,100,0.75
54,0.5179484069994942,797.2540599583265,5566.0,100,0.75,1000,2,6,10,1000,100,100,0.75
55,0.52710367599866,797.2540599583265,5667.0,100,0.75,1000,2,6,10,1000,100,100,0.75
56,0.5361947609999334,797.2540599583265,5768.0,100,0.75,1000,2,6,10,1000,100,100,0.75
57,0.5453822629988281,797.2540599583265,5869.0,100,0.75,1000,2,6,10,1000,100,100,0.75
58,0.5545083749984769,797.2540599583265,5970.0,100,0.75,1000,2,6,10,1000,100,100,0.75
59,0.5636565709992283,797.2540599583265,6071.0,100,0.75,1000,2,6,10,1000,100,100,0.75
60,0.5727912099991954,797.2540599583265,6172.0,100,0.75,1000,2,6,10,1000,100,100,0.75
61,0.5819286149999243,797.2540599583265,6273.0,100,0.75,1000,2,6,10,1000,100,100,0.75
62,0.5921576869986893,797.2540599583265,6374.0,100,0.75,1000,2,6,10,1000,100,100,0.75
63,0.6014485999985482,797.2540599583265,6475.0,100,0.75,1000,2,6,10,1000,100,100,0.75
64,0.6138406079990091,797.2540599583265,6576.0,100,0.75,1000,2,6,10,1000,100,100,0.75
65,0.6231394949991227,797.2540599583265,6677.0,100,0.75,1000,2,6,10,1000,100,100,0.75
66,0.6322910279995995,797.2540599583265,6778.0,100,0.75,1000,2,6,10,1000,100,100,0.75
67,0.6415414909988613,797.2540599583265,6879.0,100,0.75,1000,2,6,10,1000,100,100,0.75
