Iteration,Time,Fitness,FEvals,use_fast_mimic,Population Size,Keep Percent,max_iters,group_number,run_number,problem_size,max_iterations,max_attempts,population_size,keep_percent
0,0.01272156199956953,11.0,100.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
1,0.4861895949998143,18.0,202.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
2,1.0218642449999606,18.0,303.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
3,1.3640126840000448,18.0,404.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
4,1.7720841430000291,19.0,506.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
5,2.194230641000104,19.0,607.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
6,2.611392713999521,19.0,708.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
7,3.0429759299995567,19.0,809.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
8,3.4871205310000732,19.0,910.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
9,3.9652013159993658,19.0,1011.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
10,4.3613400449994515,19.0,1112.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
11,4.740918961999341,20.0,1214.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
12,5.103112797999529,20.0,1315.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
13,5.515139143999477,26.0,1417.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
14,5.90199573100017,27.0,1519.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
15,6.843774551999559,27.0,1620.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
16,7.825432576999447,28.0,1722.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
17,8.787373623999883,28.0,1823.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
18,9.768115328999556,29.0,1925.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
19,10.643196922000243,29.0,2026.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
20,11.515991587999451,29.0,2127.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
21,12.405359558999407,29.0,2228.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
22,13.333166673999585,29.0,2329.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
23,14.269765494999774,29.0,2430.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
24,14.615605451000192,29.0,2531.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
25,15.083409275999657,29.0,2632.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
26,15.963050042999384,29.0,2733.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
27,16.81652527299957,29.0,2834.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
28,17.663914140000088,29.0,2935.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
29,18.505935389000115,29.0,3036.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
30,19.49840446500002,29.0,3137.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
31,20.355731538999862,29.0,3238.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
32,21.194754869999997,29.0,3339.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
33,22.054053695999755,29.0,3440.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
34,22.983751644999757,29.0,3541.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
35,23.915347409999413,29.0,3642.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
36,24.809525359999498,29.0,3743.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
37,25.64862524899945,29.0,3844.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
38,26.485395468000206,29.0,3945.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
39,27.341029426000205,29.0,4046.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
40,28.17054220099999,29.0,4147.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
41,29.06923755600019,29.0,4248.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
42,29.988551736999398,29.0,4349.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
43,30.878529429999617,29.0,4450.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
44,31.824945878000108,29.0,4551.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
45,32.66306164999969,29.0,4652.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
46,33.53455441400001,29.0,4753.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
47,34.452828946999944,29.0,4854.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
48,35.389438076999795,29.0,4955.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
49,36.229920793999554,29.0,5056.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
50,37.07978020799965,29.0,5157.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
51,37.85191081799985,29.0,5258.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
52,38.48925140600022,29.0,5359.0,True,100,0.25,1000,0,0,500,1000,100,100,0.25
