run_number,curve,y_train_accuracy,y_test_accuracy,total_time
0,"[16.78282611 17.71405189 16.47722316 17.6088265  16.2571895  17.78138571
 16.3931113  17.68391744 16.33228044 17.38355367 16.10700761 17.34600976
 15.91928025 17.42109914 16.03191666 17.29852985 15.5646546  17.19589793
 15.64081591 16.83517108]",0.5677083333333334,0.571875,38.11777605599491
1,"[18.27280027 17.68391744 18.214792   17.49619008 18.13446311 17.41272297
 18.20955406 17.04564443 18.14759837 17.08318989 18.35973595 16.78282611
 18.20955406 16.68860618 18.42535037 16.74528064 18.27189489 16.74528064
 18.32219047 16.7226071 ]",0.5364583333333334,0.515625,37.3599591769962
2,"[18.02182669 18.02182669 17.98428122 17.87164481 17.68463947 17.57200306
 17.33850857 17.14722652 17.45570731 17.542659   17.45281884 17.71135548
 17.82742418 17.8648421  17.53360991 13.25266113 18.47012529 16.48077255
 18.62632413 17.83413764]",0.48854166666666665,0.546875,37.72505989099591
